School ID,School Name,School Metro Type,School Percentage Free Lunch,School State,School Zip,School City,School County,School District
ea99a40c2b130c4011ebf89a981d85ba,Prairie Elementary School,town,73.0,Minnesota,56187,Worthington,Nobles,Worthington School Dist 518
131c79a3ce01a30be6f9600c2795057a,Plainfield Central School,town,47.0,Connecticut,6374,Plainfield,Windham,Plainfield Public Schools
5296bde64f3e6f2bafb764d8e8635e46,Hebron Public School,rural,44.0,North Dakota,58638,Hebron,Morton,Hebron School District 13
fe9d7f29324276a6e0c4999b95a78cb7,Saigling Elementary School,urban,17.0,Texas,75075,Plano,Collin,Plano Ind School District
2a4fb5dc41944c805b24848a3ff251ce,Chimborazo Elementary School,unknown,88.0,Virginia,23223,Richmond,Henrico,Richmond City School District
112ef402ae59e85a8849c71fe10061d7,Ashton Elementary School,suburban,27.0,Florida,34233,Sarasota,Sarasota,Sarasota Co School District
2d0abe5b8c4ab7911f950e09d4affa01,Government Hill Elementary School,urban,64.0,Alaska,99501,Anchorage,Anchorage,Anchorage School District
00937d3670f396ee54f473e2a3507afc,Sutherland Center,town,87.0,California,93630,Kerman,Fresno,[County Run]
0fc74e404e35507935e7afe66627ca43,Windfern High School of Choice,suburban,53.0,Texas,77064,Houston,Harris,Cypress-Fairbanks Ind Sch Dist
c0ddaeaa9ff749061fe750fda00723c0,Ustick Elementary School,urban,58.0,Idaho,83713,Boise,Ada,West Ada School Dist
c18269bed968245e366a2d1b5ab67ec1,Kokanee Elementary School,suburban,13.0,Washington,98072,Woodinville,King,Northshore School District 417
69f67678b532bdd50e266148fc42af60,Compadre High School,urban,58.0,Arizona,85283,Tempe,Maricopa,Tempe Union High Sch Dist 213
6ba5257c438a2147e32d1ea8c7dc3520,Mater Academy Cutler Bay,unknown,74.0,Florida,33190,Cutler Bay,Miami-Dade,Miami-Dade Co Public Sch Dist
f3a378fe2b1eb7cfa001c6eb1ea6e532,Tropical Elementary School,suburban,81.0,Florida,33165,Miami,Miami-Dade,Miami-Dade Co Public Sch Dist
f06f3c893ed7c5b9c634fb5d4d6dd59a,Westport Heights Elementary School,urban,63.0,California,90045,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
e47369c5317d80982458283863f9126f,West Seattle High School,urban,44.0,Washington,98116,Seattle,King,Seattle School District 1
0fe88ba6b27a598e533b25f3e3f9776d,Pomeroy Junior Senior High School,rural,52.0,Washington,99347,Pomeroy,Garfield,Pomeroy School District 110
faa0f607f68e8cadac042aa7179386b4,Rumford Elementary School,unknown,77.0,Maine,4276,Rumford,Oxford,Rsu 10
87ea8abee837eaa2548cc50de7683dcd,Kaysville Elementary School,suburban,16.0,Utah,84037,Kaysville,Davis,Davis School District
e32212d5f9572ad280809607c93b9c00,Seventy-First High School,urban,65.0,North Carolina,28304,Fayetteville,Cumberland,Cumberland Co School District
b60e9cc26c4f615e705d1a14e3968242,Virginia Reinhardt Elementary School,suburban,29.0,Texas,75087,Rockwall,Rockwall,Rockwall Ind School District
5d67a1b7b7742ee831dbf2d4ac6a73ae,Madisonville Primary School,rural,76.0,Tennessee,37354,Madisonville,Monroe,Monroe Co School District
15d927efc53998c95870a41e55bb8730,Indian Knoll Elementary School,suburban,56.0,Illinois,60185,West Chicago,Du Page,West Chicago Elementary Sd 33
31339c70c0be8ba1ed303e4842154457,KIPP Unity Primary,suburban,78.0,Texas,77083,Houston,Harris,Texas Dept Of Education
094e0ea43261204a3a56dd9c83954d2d,PS 516 Sunset Park Avenues,urban,95.0,New York,11232,New York City,Kings (Brooklyn),New York City Dept Of Ed
83f48accb71d557f3caa87ee114add2a,Paul Wharton High School,urban,63.0,Florida,33647,Tampa,Hillsborough,Hillsborough Co Pub Sch Dist
b219782d40f3d60853e2b1717794c102,Sam Davey Elementary School,urban,39.0,Wisconsin,54703,Eau Claire,Eau Claire,Eau Claire Area School Dist
00a21706f7451153b1a5ab6d23cbf2ae,Idea Academy-Carver,urban,85.0,Texas,78202,San Antonio,Bexar,Idea Public Schools
15c458fe6f1e1493b24cb32e45613a8a,Barbara Bush Elementary School,suburban,78.0,Texas,75052,Grand Prairie,Dallas,Grand Prairie Ind Sch District
83448919ee0ad8291a79c0619e59d189,Oakhurst Elementary School,rural,69.0,California,93644,Oakhurst,Madera,Bass Lake Joint Union Elem Sd
dfa17a15a0072d5c0adb138dc35d0ef9,Brookfield Area Career Center,rural,54.0,Missouri,64628,Brookfield,Linn,Brookfield School District R3
7f4b9f45b2e17c7b18d2dc87aaf509dc,Prairie Winds Elementary School,suburban,4.0,Colorado,80132,Monument,El Paso,Lewis-Palmer School Dist 38
3447d6fbbf37b17f7df6eb1907fa80d9,Bismarck High School,rural,72.0,Missouri,63624,Bismarck,St Francois,Bismarck School Dist R5
e736d174a351ebf8df457f891257dae6,Audubon Traditional Elementary School,urban,31.0,Kentucky,40217,Louisville,Jefferson,Jefferson Co School District
ae65b008a674d1e5d41807964f243d16,Lalumier Elementary School,suburban,95.0,Illinois,62207,Centreville,St Clair,Cahokia Unit Sch Dist 187
a61d4a8fc8577a6c145526ff78e10405,Wild Rose Elementary School,suburban,72.0,California,91016,Monrovia,Los Angeles,Monrovia Unified School Dist
bf54c5a89b611119bc3bafe479272417,Casa Loma Elementary School,urban,92.0,California,93307,Bakersfield,Kern,Bakersfield City Sch Dist
8f02a36736f245a2229a78465bde30e6,Grissom Elementary School,urban,95.0,Texas,77045,Houston,Harris,Houston Ind School District
8526c1a3e3a03f0789e0135624be0b7a,Mastery Charter School-Lenfest,urban,83.0,Pennsylvania,19106,Philadelphia,Philadelphia,Philadelphia City School Dist
2c305fdbe9cb5c0b9afd331635d654d9,Petersburg Primary School,town,90.0,South Carolina,29728,Pageland,Chesterfield,Chesterfield Co School Dist
c24863b9811b3dec51869f1c05d71e8c,Harley Avenue Primary School,suburban,17.0,New York,11731,E Northport,Suffolk,Elwood Union Free School Dist
64188f33f71692f171f7fa1543ad1057,PS 199 Annex @ Q841 (PS 110),unknown,87.0,New York,11101,New York City,Queens,New York City Dept Of Ed
5318266e757b2b65cc5e0907287a05c5,Egyptian School,rural,95.0,Illinois,62988,Tamms,Alexander,Egyptian Cmty Unit Sch Dist 5
c6dc1d1daf7074106ca18e027c55af06,Atlanta Classical Academy,urban,7.0,Georgia,30305,Atlanta,Fulton,Atlanta Public Schools
988d33b5e7387b36f53a1bd272948eef,Norland Middle School,suburban,89.0,Florida,33169,Miami Gardens,Miami-Dade,Miami-Dade Co Public Sch Dist
57df3a29d5df24212f4453d12dc1b095,Lakewood Elementary School,rural,58.0,Kentucky,42724,Cecilia,Hardin,Hardin Co School District
92b8f174e8121dc5f6ed375a25b476a1,Conotton Valley Middle High School,rural,66.0,Ohio,44695,Bowerston,Harrison,Conotton Valley Union Local Sd
30ebe969d5c1d7ed0db4144d571ac61e,Wyland Elementary School,suburban,66.0,Missouri,63114,Saint Louis,St Louis,Ritenour School District
619a1d3d6d1e6156ca042fee2791d97c,Folk Art-Cultural Treasures Charter School,urban,84.0,Pennsylvania,19123,Philadelphia,Philadelphia,Philadelphia City School Dist
0c940b426f0f7f8068b3299370d1e384,South Pointe Elementary School,urban,51.0,Florida,33139,Miami Beach,Miami-Dade,Miami-Dade Co Public Sch Dist
2facd6b2b57ea72933735e76aca3b589,McDonald Elementary School,suburban,87.0,Florida,33584,Seffner,Hillsborough,Hillsborough Co Pub Sch Dist
903226cf74ec4d8856f5d92a0b681da4,Earl Frost Elementary School,urban,25.0,California,95123,San Jose,Santa Clara,Oak Grove School District
3d803f28b987643efe2b789060717f43,Oak Avenue Elementary School,town,85.0,California,93927,Greenfield,Monterey,Greenfield Union Sch District
da17b203cf6ad43ca4ec43fcf013dcfb,Spruce Elementary School,urban,60.0,California,94080,S San Fran,San Mateo,South San Francisco Unified Sd
7afef23b9b61e6b973f81a4f22da4252,Bluefield Intermediate School,town,76.0,West Virginia,24701,Bluefield,Mercer,Mercer Co School District
5c21c585deef91ecdd4dbe492fcbe826,Sunflower Elementary School,urban,68.0,California,92243,El Centro,Imperial,El Centro Elem School District
a22ecb35545040af06dda3b58d056c67,Florence Avenue Elementary School,suburban,88.0,California,90001,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
e2c478b1132ec0cbda6800ceddd45ef9,Trempealeau Elementary School,rural,26.0,Wisconsin,54661,Trempealeau,Trempealeau,Gale-Ettrick-Trempealeau Sd
0d1d8118b9d526865ee6b0641b373f8b,Dilley High School,unknown,82.0,Texas,78017,Dilley,Frio,Dilley Ind School District
fedf09a7e68282dc376c45e426162049,W B Gorman Fort Banks Elementary School,suburban,28.0,Massachusetts,2152,Winthrop,Suffolk,Winthrop Public School Dist
a20df0b5d2e7eef481cd6e089302f49b,Plymouth Educational Center High School,urban,,Michigan,48202,Detroit,Wayne,Michigan Dept Of Education
ca0a29aa24c9ae87b9a18080ede1a564,William Fleming High School,urban,77.0,Virginia,24017,Roanoke,Roanoke City,Roanoke City School District
c37f168166096600345a4b97826a8ad3,Cottonwood Elementary School,suburban,30.0,Kansas,67002,Andover,Butler,Andover Unified Sch Dist 385
3265ab7c0bb2a40bea57fb90dd4cfea8,Winesburg Elementary School,rural,30.0,Ohio,44690,Winesburg,Holmes,East Holmes Local School Dist
8d4fb8f29e605f130ee1109474b1a399,Lewis County Middle School,rural,72.0,Kentucky,41179,Vanceburg,Lewis,Lewis Co School District
f5a61953a1bc349d554e0bcca359eb99,McClintock Middle School,urban,82.0,North Carolina,28212,Charlotte,Mecklenburg,Charlotte-Mecklenburg Sch Dist
941231ea703eec4e1df34c905908b1dc,Mineral Springs High School,rural,92.0,Arkansas,71851,Mineral Spgs,Howard,Mineral Springs School Dist
fd7d1cad6d97a8c7f4b0f656cf84aaa7,Maldonado Elementary School,suburban,88.0,Arizona,85746,Tucson,Pima,Tucson Unified School Dist
a8dd11fbf6fc10d73965dfeed2714697,Academy Adventures Primary School,urban,63.0,Arizona,85705,Tucson,Pima,Arizona Dept Of Education
134b26bcd4b172d69eebd33a517727f4,New Town High School,suburban,50.0,Maryland,21117,Owings Mills,Baltimore,Baltimore Co Public Sch Dist
bf72d0ac26c1c974a05d19338bcbc495,Chase Street Elementary School,urban,63.0,Georgia,30601,Athens,Clarke,Clarke Co School District
3a11f537d0ca2420aa1e04e1450d2e3a,Mt Holly Middle School,suburban,47.0,North Carolina,28120,Mount Holly,Gaston,Gaston Co School District
6f42483b9053e4cc9832f5071ab0a1c9,Murray Lake Elementary School,rural,14.0,Michigan,49331,Lowell,Kent,Lowell Area School District
6942e764d2cb8ee2d4acfed9451a64ce,Paintsville Elementary School,town,49.0,Kentucky,41240,Paintsville,Johnson,Paintsville Ind Sch District
84bcaf6544855ac6fa6cd55cf80b3024,Lake Butler Middle School,town,63.0,Florida,32054,Lake Butler,Union,Union Co School District
b99ffcba7fa2937ad2ed75788f76dba0,West Adams Preparatory High School,unknown,,California,90017,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
45b21de769e1b55ba3dfc3d34d2348a7,Avondale Middle School,suburban,33.0,Michigan,48309,Rochester Hls,Oakland,Avondale School District
6c7fdffa6f109ba29a754ecaecf4ce79,Haight Elementary School,suburban,61.0,California,94501,Alameda,Alameda,Alameda Unified School Dist
3691e8b5fb5975da3b4ba72e9b7cf1a4,Hugo Elementary School,town,93.0,Oklahoma,74743,Hugo,Choctaw,Hugo School District I-39
fe2fa3f0a4fdabb51e935824d2f62da6,Brentwood High School,suburban,68.0,New York,11717,Brentwood,Suffolk,Brentwood Union Free Sch Dist
228c3e34c80956c3055dc1de95b0b106,Texas School for the Deaf,urban,53.0,Texas,78704,Austin,Travis,Texas Dept Of Education
bcf6e4f6965f86cc68783da2eaba7eb4,Orange Unified Pre-K SDC,urban,48.0,California,92807,Anaheim,Orange,Orange Unified School Dist
e456638e79b0263b7b1402f6e08e5a1c,Vass-Lakeview Elementary School,rural,58.0,North Carolina,28394,Vass,Moore,Moore Co School District
0d9468a0893d7f67d35ded7f4867837a,Mullica Township Primary School,rural,47.0,New Jersey,8217,Elwood,Atlantic,Mullica Twp School District
bba3c3503066303ad87a197b592a26ee,Caurus Academy,suburban,63.0,Arizona,85086,Anthem,Maricopa,Arizona Dept Of Education
a4809216d053b3077da3c78d3aa667a5,Early County High School,town,96.0,Georgia,39823,Blakely,Early,Early Co School District
7c5466666672a959ce224f2a343bdea6,Oberon Junior High School,suburban,23.0,Colorado,80005,Arvada,Jefferson,Jefferson Co School Dist R-1
31997efcf0828591d90bd8ea6ae89d92,Westminster Elementary School,rural,67.0,South Carolina,29693,Westminster,Oconee,Oconee Co School District
d5ea3a469ceaa7a4907e0f600ba7326a,Quest Academy,unknown,69.0,Colorado,80514,Dacono,Weld,Weld Co Sd Re-8 Ft Lupton
d9958b145cc28d3bffdcb764e4f1bc1a,Park Side Elementary School,suburban,48.0,California,95472,Sebastopol,Sonoma,Sebastopol Union Sch District
bb4d3519711c0f8a2bd3acbffc54cb5c,Soto Street Elementary School,urban,94.0,California,90023,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
569819f7313a8cc7eab6eda5965ec860,Clear Run Intermediate School,rural,74.0,Pennsylvania,18466,Tobyhanna,Monroe,Pocono Mountain School Dist
02c589e83e49c7bd89d83cd328d24a87,Paragon Science Academy,suburban,35.0,Arizona,85224,Chandler,Maricopa,Maricopa Co Regional Sd 509
640281c348291ca90fc3816d6ae24e42,Sawyer Road Elementary School,suburban,73.0,Georgia,30062,Marietta,Cobb,Marietta City Schools
658660765db2ca25c02d4010d17bc648,Walker Junior High School,suburban,42.0,California,90623,La Palma,Orange,Anaheim Union High Sch Dist
99a81b0626e9446ef7a9ad0c09d190c8,Shirley Junior Senior High School,rural,78.0,Arkansas,72153,Shirley,Van Buren,Shirley School District 3
729a855cd3e5eca84fd2cc65f53b33c5,La Teachers Prep High School,urban,75.0,California,90026,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
d0d0fb0d50ba57c303a0b14c74d5df46,C Ray Williams Early Childhood,suburban,78.0,Ohio,43213,Whitehall,Franklin,Whitehall City School District
a6f54b3b8f602b2eda056220de629c4c,Gammon Elementary School,rural,77.0,Kansas,67226,Wichita,Sedgwick,Wichita Unified Sch Dist 259
d4da701179751a6f6be90708f01cc37a,Laurel School,rural,69.0,Indiana,47024,Laurel,Franklin,Franklin Co Cmty Sch Corp
a118e83efd415f4a9fa02f50dc1b451d,El Camino High School,suburban,61.0,California,92057,Oceanside,San Diego,Oceanside Unified School Dist
ebf3f0d33b30b519723f3a8fc76c9d94,Bronx Lighthouse College Prep Academy,urban,83.0,New York,10459,New York City,Bronx,New York City Dept Of Ed
1a4dd00bfbc69e1d19508b3d6d3e4ec4,Walt Disney Elementary School,suburban,37.0,New York,14624,Rochester,Monroe,Gates Chili Central Sch Dist
50cce316c980750589cab4f2dd16bfe1,North 10 Street School,urban,86.0,New Jersey,7107,Newark,Essex,Newark Public School District
f9d827e12b69bdf7f578456e721b62bd,New Urban High School,suburban,65.0,Oregon,97267,Milwaukie,Clackamas,North Clackamas School Dist
89aad12637e6e6c7ab732e1ba2713202,Sandyview Elementary School,urban,27.0,Michigan,49423,Holland,Ottawa,Hamilton Cmty School District
c3736321cc4a1013c97b48b96696fe22,Fairmeadow Elementary School,urban,6.0,California,94306,Palo Alto,Santa Clara,Palo Alto Unified School Dist
1adab07a1d11a22256f649ccc7f97661,Bethel Middle School,suburban,21.0,Connecticut,6801,Bethel,Fairfield,Bethel Public School District
101081c2441787d85564f14e69e589c8,Finley Elementary School,rural,62.0,Tennessee,38030,Finley,Dyer,Dyer Co School District
740ba69de2632f17ac292fb8e5a896e9,Fillmore Elementary School,urban,94.0,Oklahoma,73119,Oklahoma City,Oklahoma,Oklahoma City School Dist
3fa8eb4370ad4cb74828fa6ab01f097b,Sequoia Charter High School,urban,63.0,Arizona,85204,Mesa,Maricopa,Arizona Dept Of Education
41d87a9fa5f44a3bacd550e5ffddc164,West Elementary School,town,47.0,Iowa,50536,Emmetsburg,Palo Alto,Emmetsburg Cmty Sch Dist
bb4085b1072f32e823c9946165058f7e,Parkridge Elementary School,urban,87.0,California,92879,Corona,Riverside,Corona-Norco Unif Sch Dist
7335b61286261b07b1111a6eb4fe41dd,Landis Elementary School,unknown,61.0,Indiana,46947,Logansport,Cass,Logansport Cmty School Dist
54d8645d6359d34c8b0872a8122f9d7d,Greenfield Elementary School,rural,75.0,Missouri,65661,Greenfield,Dade,Greenfield School District R4
4ea26d96036d27dd781a6bd7a79a650c,West Forsyth High School,suburban,20.0,Georgia,30040,Cumming,Forsyth,Forsyth Co School District
a66a56bfefb13b4c6804f53bac46c33c,York Elementary School,unknown,49.0,Indiana,46507,Bristol,Elkhart,Middlebury Cmty School Dist
e66e45badd0be2d2a747eb3a181e16b8,Spark Charter School,unknown,40.0,California,94085,Sunnyvale,Santa Clara,Sunnyvale School District
eceeb8384ec5c362c152dc4e1a67e45a,Midway Middle School,suburban,28.0,Texas,76643,Hewitt,Mclennan,Midway Ind School District-Mclennan
3d0bd5700f0dc80dec700b649072ab24,Daniel Pratt Elementary School,suburban,35.0,Alabama,36066,Prattville,Autauga,Autauga Co School District
2954cd05122a0acbf0f99a2035737918,South 9th Head Start,unknown,95.0,Missouri,64503,Saint Joseph,Andrew,Office Of Head Start
5245dcfbbc4cf93c876ded9cd8ec1abb,New Caney Middle School,suburban,66.0,Texas,77365,Porter,Montgomery,New Caney Ind School District
f264b8271cb3c407d6ed39328db2eae3,Lockwood Primary School,unknown,49.0,Montana,59101,Billings,Yellowstone,Lockwood School District 26
0c5cb8941b31aa3374890168ba9e3b42,Ft White High School,rural,67.0,Florida,32038,Fort White,Columbia,Columbia Co School District
8e48338c78bf595e998ece670349e3be,Hawks Rise Elementary School,urban,15.0,Florida,32312,Tallahassee,Leon,Leon Co School District
ac4f47dd98c3fb6045d876264678cbfa,Loretta Park Elementary School,suburban,78.0,New York,11717,Brentwood,Suffolk,Brentwood Union Free Sch Dist
6ac1afd6119d3b1b38f0d61b5b6e0c1c,Orchard View Alternative School,suburban,42.0,New York,12533,Hopewell Jct,Dutchess,Wappingers Central Sch Dist
a3c69c6d23efd13d0b0f6d85afed9f69,Kotlik School,rural,83.0,Alaska,99620,Kotlik,Wade Hampton,Lower Yukon School District
a674ada2498698072dcd2c724ffc0c9f,Parker High School,urban,90.0,Alabama,35204,Birmingham,Jefferson,Birmingham City School Dist
84903414da5db7dda4eb2624dcda6d30,Warrior Run Middle School,rural,37.0,Pennsylvania,17772,Turbotville,Northumberland,Warrior Run School District
22c4baa326b5698ee1629d8e0f9825a3,Macy Intermediate School,urban,77.0,California,91755,Monterey Park,Los Angeles,Montebello Unified School Dist
5bc4bfd6f7ebddad611259c157783fd3,Warren-Alvarado-Olso High School,rural,44.0,Minnesota,56762,Warren,Marshall,Warren-Alvarado-Oslo Sd 2176
0be6b53e78ffc7e4c972e05e3f82ef88,Tukes Valley Primary School,suburban,35.0,Washington,98604,Battle Ground,Clark,Battle Ground School Dist 119
809276c7f2bba69ced07018a4fc858ce,Huckleberry Hill School,suburban,7.0,Massachusetts,1940,Lynnfield,Essex,Lynnfield Public Sch District
2d61193914c0d7087bbcd07f4142c71a,Nishuane Elementary School,suburban,22.0,New Jersey,7042,Montclair,Essex,Montclair School District
a1c48bf5c7d852ca107269c0dafb906b,Willow Springs Elementary School,suburban,8.0,Virginia,22030,Fairfax,Fairfax,Fairfax Co Public School Dist
63a817ae371782f1f89d2c43614f8e66,Highland Elementary School,rural,59.0,Kentucky,41256,Staffordsvlle,Johnson,Johnson Co School District
934e7dc934c4b1a01a3e6db76f64af31,Hedgesville High School,rural,48.0,West Virginia,25427,Hedgesville,Berkeley,Berkeley Co School District
b2deb64db6221a4333e1833c706432c8,Franklin Elementary School,suburban,27.0,New Jersey,7663,Saddle Brook,Bergen,Saddle Brook Twp Sch District
821fd6f4407eaa2733495b8bc1d23fd0,East Omak Elementary School,town,76.0,Washington,98841,Omak,Okanogan,Omak School District 19
5d562c949b7c475c198c9881bda38355,Donald F Bradach School,suburban,83.0,California,92301,Adelanto,San Bernardino,Adelanto School District
71e74c74a2a1620df28c1ebab8ef6bad,Hennepin Elementary School,urban,70.0,Minnesota,55404,Minneapolis,Hennepin,Minnesota Dept Of Education
0fa5c83124b15fe1a32b3ae3d317ce57,Wing Lake Developmental Center,suburban,51.0,Michigan,48301,Bloomfield Hi,Oakland,Bloomfield Hills School Dist
dc99cf9e269a5b98334641ad0563387e,William C Calk Elementary School,urban,78.0,Texas,78411,Corp Christi,Nueces,Corpus Christi Ind Sch Dist
e7a9e00cba5db6dc4b791c9414014bca,Discovery Charter School,suburban,27.0,California,91910,Chula Vista,San Diego,Chula Vista Elem Sch Dist
762d786563f33b298436428dd8aee0ae,David Kaechele Elementary School,suburban,3.0,Virginia,23059,Glen Allen,Henrico,Henrico Co School District
9d9286b93292f7eae3033bb86fb2c156,John Adams Middle School,urban,91.0,California,90007,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
a41dbfa70e2be48f7ed6643357f5212f,Falcon High School,rural,12.0,Colorado,80831,Peyton,El Paso,Falcon School District 49
ac76fe04b1f12d14214b484732251b19,Minor Community School,unknown,86.0,Alabama,35224,Birmingham,Jefferson,Jefferson Co School District
0ff139075b4b4a765a65c4c02b124c24,Stevensville Junior High School,rural,43.0,Montana,59870,Stevensville,Ravalli,Stevensville School District 2
8012b006228df176d99483fc0db78254,Whittier Elementary School,urban,90.0,Arizona,85006,Phoenix,Maricopa,Phoenix Elem School Dist 1
71bc7373f399347e1e12689dbec27510,South Shores Elementary School,urban,74.0,Illinois,62521,Decatur,Macon,Decatur School District 61
ba4062abfd5bf01dd44c1d20d9e960c8,Potter Road Elementary School,urban,38.0,Massachusetts,1701,Framingham,Middlesex,Framingham School District
9957def00d8422ed42edab450622c51d,Benjamin Banneker Special Education School,suburban,60.0,California,90061,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
d0935598f5104295e3b03e3a748ce5ce,Unicoi Intermediate School,town,37.0,Tennessee,37650,Erwin,Unicoi,Unicoi Co School District
5c1f30d00c8b47f8fd156b7e99875753,Claxton Middle School,unknown,95.0,Georgia,30417,Claxton,Evans,Evans Co School District
e92b639eef24ce2562371856bc7a324d,Magnolia Intermediate School,rural,29.0,California,95949,Grass Valley,Nevada,Pleasant Ridge Union Sch Dist
6314233b18973ecb13313e7c30a1e607,Meadowview Elementary School,suburban,55.0,Illinois,60517,Woodridge,Du Page,Woodridge Elem Sch District 68
1e715b33c14249233284f8da780fc27f,Duval PreK-8 School,rural,48.0,West Virginia,25521,Griffithsvle,Lincoln,Lincoln Co School District
497baf34e481ca82baa9fafa54eb178e,Community House Middle School,urban,15.0,North Carolina,28277,Charlotte,Mecklenburg,Charlotte-Mecklenburg Sch Dist
1d4a7546eff2a2c3c87e25bd1fd2f0fa,Zoneton Middle School,suburban,52.0,Kentucky,40165,Shepherdsvlle,Bullitt,Bullitt Co Public School Dist
c2541344eb876fa6a67d2dd911d9bfb9,Ralph R Smith Elementary School,rural,44.0,New York,12538,Hyde Park,Dutchess,Hyde Park Central School Dist
6bc6b1ee8ec674d22b310c6a635a9fa5,Washington Elementary School,suburban,95.0,Connecticut,6706,Waterbury,New Haven,Waterbury Public School Dist
890b8bcf9168d88a1cd17e740f9b00d4,Mt Olive Innovation & Tech High School,suburban,83.0,California,91010,Duarte,Los Angeles,Duarte Unified School District
270fb7b5bc59932b0ce24cf2244bbb02,Old Shell Rd Magnet School,urban,63.0,Alabama,36607,Mobile,Mobile,Mobile Co Public School Dist
0598891ac07790b8236c604a661e326d,Shannondale Elementary School,urban,35.0,Tennessee,37918,Knoxville,Knox,Knox Co School District
2d59ed72e89746b367527f30d264677a,Olney Elementary School,urban,95.0,Pennsylvania,19120,Philadelphia,Philadelphia,Philadelphia City School Dist
af261678aea3a2fa29d454eb1d9a995e,Edgewood Middle School,suburban,67.0,California,91790,West Covina,Los Angeles,West Covina Unif Sch District
58c7a93b45605ac34ef8ed60bdbc2981,Dennis McKinna Elementary School,urban,95.0,California,93033,Oxnard,Ventura,Oxnard Elem School District
7d7e6242ce8dd7537c464ffd84590792,West Side Elementary School,unknown,92.0,Texas,75766,Jacksonville,Cherokee,Jacksonville Ind School Dist
b14a9e7768874309a093960d48a467c3,Urban Assembly Academy Gov/Law,urban,81.0,New York,10002,New York City,New York (Manhattan),New York City Dept Of Ed
63d49f86fca3f8d815ffef05e06022cb,Swansea High Freshman Academy,rural,82.0,South Carolina,29160,Swansea,Lexington,Lexington Co School District 4
f2ac0109d8cc983a60bf3e1e7087685f,Alexandria Senior High School,unknown,73.0,Louisiana,71303,Alexandria,Rapides,Rapides Parish School District
3a35289189c57714bf8ece1342ee739f,South Bronx Community Charter High School,unknown,,New York,10451,New York City,Bronx,New York City Dept Of Ed
59e4e5bbb404ced14263f3d49dd6088b,E Lawson Brown Middle School,suburban,51.0,North Carolina,27360,Thomasville,Davidson,Davidson Co School Dist
cd782febb1fe9106c00c6810d859a50f,Prairie Valley School,town,61.0,Texas,76255,Nocona,Montague,Prairie Valley Ind School Dist
36c665b54c79fa0347c75b06f2487219,Woodward Day School - McKeon,urban,72.0,Massachusetts,1603,Worcester,Worcester,[County Run]
fde9ece920c18b47ab33e60da58bcf40,Getchell High School-Bio Med,suburban,53.0,Washington,98270,Marysville,Snohomish,Marysville School District 25
128d176cc4296fc9f18a1c5f26fa40dd,Umatilla High School,town,87.0,Oregon,97882,Umatilla,Umatilla,Umatilla School District 6r
211a3fe407cfe64db0ee802d54e483f5,Harmon Middle School,suburban,9.0,Ohio,44202,Aurora,Portage,Aurora City School District
6a36cd5424da8fdfc15615520984eccc,Haas Hall Academy Charter School,urban,45.0,Arkansas,72703,Fayetteville,Washington,Farmington School District 6
86e2a3f9ae05f2391bd9ebe05601fb14,PS 126 Dr Marjorie Dunbar School,urban,92.0,New York,10452,New York City,Bronx,Integrated Curriculum And Instruction Learning Support Organization
4de72928a502133841bdd286ca8f4f3f,Waveland Elementary School,rural,54.0,Indiana,47989,Waveland,Montgomery,South Montgomery Cmty Sch Corp
f24c1aced2684181bbb710404581a556,Matoaca Middle School-West,suburban,30.0,Virginia,23803,Matoaca,Chesterfield,Chesterfield Co Public Schools
3423fe97b6333f454fa300bbd1870ea7,Herschel V Jenkins High School,urban,67.0,Georgia,31406,Savannah,Chatham,Savannah-Chatham Co Sch Dist
52d78af6e7789a05aea25345735c20ca,Macy McClaugherty Elementary Middle School,unknown,51.0,Virginia,24134,Pearisburg,Giles,Giles Co School District
8e58b2b2a05d9a232d799fd8eed4a4ba,Cedar Elementary School,suburban,12.0,Massachusetts,2339,Hanover,Plymouth,Hanover Public Schools
8b8b3e9a1c634305a24b147343714d79,Edgar Glover Elementary School,suburban,70.0,Texas,77489,Missouri City,Fort Bend,Ft Bend Ind School District
0c8f86786faa7db92a05446bb202c750,Vickery Mill Elementary School,unknown,50.0,Georgia,30075,Roswell,Fulton,Fulton Co School District
3f5cc1330867544dd9edec33dabe16bd,Eugene Field Elementary School,unknown,87.0,Missouri,63901,Poplar Bluff,Butler,Poplar Bluff School Dist R1
a0123d7dd4325b5181c0b193b9502d90,Dickey Hill Elementary Middle School 201,suburban,93.0,Maryland,21207,Baltimore,Baltimore,Baltimore City Public Sch Dist
62155b35c14b1c6588ead047f9ffeb8d,Bingham Academy,town,41.0,Idaho,83221,Blackfoot,Bingham,Idaho Dept Of Education
89fafcae4f0931f98cba2db5ea385d27,Hopedale Junior Senior High School,suburban,13.0,Massachusetts,1747,Hopedale,Worcester,Hopedale Public School Dist
432f05945f02af83c345876c6b5c10cb,Allen Ave Elementary School,suburban,36.0,California,91773,San Dimas,Los Angeles,Bonita Unified School District
