Project ID,Donation ID,Donor ID,Donation Included Optional Donation,Donation Amount,Donor Cart Sequence,Donation Received Date
fde6f7e0f986c241418dd80c27e9aa09,bf92990252e53d28a1a079ce0db817e3,9f4639b45ea47f1b1970ac16653f721d,Yes,8.0,29,2016-09-29 23:17:55
9b10a5510c7280d084f754f50a0da3e7,c476c4f76a1373c1bebe9793d1da4e76,842319244c3ad9e82c69bb168a421dd9,Yes,10.0,1,2016-02-02 20:39:31
f4851586f777ca1ad0859bd6e72dcba8,21c41384e314872b1821c614b8043a6d,e6dd6ecefb0f4de35c06886d43daed70,Yes,50.0,3,2017-06-20 22:03:02
cb1c25d780c7228d693948f0e15b3304,3e260396dd29b8570684dd322dafb4bf,e1f45a45b67ddf563aaced1b23f49533,Yes,25.0,2,2014-11-19 09:13:28
a82ad19a15b80b4c6db8a1e32f509c17,9c86851ec2e5a4ef3cfa2558377ab320,29f47b6d2398a37d05b87b72a40a0c35,No,1.0,16,2014-11-28 15:04:04
97943a100af1400cf8dcd4d1c40e8a31,525a5818dedb59fe2a60285760cf8346,a7fa881a86cb4c7e70815b38168d1702,No,7.0,512,2016-06-25 14:01:49
16cf3400ba7ef40c8cba77354811a9c0,8ae23d3e6df8ca4a39d2129bd11406e7,540003d0ded14d1cd184813fc9748478,Yes,40.0,1,2017-08-24 11:10:23
cdfb7caf5f318fb5dea3769e351f372a,745735b42932b8e3f809b03d51c6a52e,2d9cea5fbadb3ed907c1a859071a8bff,Yes,50.0,4,2014-12-17 15:14:57
63f21ce0dcd7fa18aea5834918a267b1,abff2190dd215e2033f2ec57123dd1d6,a0e1d358aa17745ff3d3f4e4909356f3,No,150.0,4013,2013-12-24 00:50:01
6d175143638033f7e12024418d390dad,4c8216ba7e9faee8e7cdee68243d9c6c,adc4e9dc2efa0869f00de330de5aa03e,Yes,30.0,1,2013-05-14 15:12:15
6b829362dbb252ec86473f7dbe5f36f1,6ed254816ab9adcb2ffff67165ae3b2a,755a6925eb628f1a3e511c70ef08be5f,Yes,50.0,7,2017-04-18 13:34:25
fe9d126243bb78749511e6d100b97960,107c7e17c86e6a1a1785a99cf0a24e1e,0eadcebc0eeca5c1d5a1496f4e1359a8,Yes,100.0,1,2013-08-22 19:13:01
d9c371af937805eff788890bc79f0454,4a04fea8117cf59d3da8b462c62b111e,91483665ede92cacfb45a4ccf654620b,Yes,50.0,1,2016-08-16 19:58:25
61b47c4881051b1d689bd82d6f854f02,f34d82a35f6b9a23fd6474de2582ca97,e601aa810b46a20b9621567db397dd70,No,25.0,2,2014-02-03 22:50:21
226981e7264dff7e795dbf7bdda0af0e,6b8e99e0e01e602954840c2315b6e12b,066c2233c69b35849c9de21fe2032f59,Yes,75.0,1,2017-11-04 09:57:08
834e351fcc1422e084e612ad4e06880b,d5e29035a0da4e57c108d1053388455b,201b91c9c73b52bf3f4a85fd14abb723,Yes,5.0,1,2016-08-14 17:20:17
e402ac92cbbcff355985022c81595f48,e0c0799df7cafb1cd6bf56c14589a6ff,6ea14cfb03cfb8cbcfd6390455877e65,Yes,100.0,1,2017-10-09 17:56:10
76533a884d1f39fd7cfcd5ea508788f4,bae55d5a93aebefa5bea5e8c660fdfc3,0e35ecc86acc9f3e1f395acf135c1451,Yes,50.0,1,2016-08-25 18:08:07
1447bc318a859a3fa456a6058f53d861,4265ed4f9566755d25558426a0519fc0,1f7ebda539072139c6393c4c51294475,No,50.0,1,2018-04-06 03:18:12
71e2574047d4c847e64d3bf6811ca76c,ebccc39cb5906b91980f191632f59318,47784b34a7d43112925e5e27a50f9fdd,Yes,50.0,4,2017-04-10 00:40:34
8811f6d690b487b49f8cdc34cd4b5df4,610b74ea69005d45ef1ce1a9cd735044,49aa7371e585fe5997b96fd9ff1d1432,Yes,50.0,1,2017-02-27 02:17:09
07e40b321b8ee2dc1b04c7b58da17c10,3467dcc02e5d11f1aa22d99ca05c6fc5,b8536f7732c91babc7529f28431259c4,Yes,25.0,1,2016-09-21 12:17:42
fd05f616310c68b6cfa2f06b81136bee,4a12c3a3a337260cc138ff4b4681be7c,566f65415c9a22e709d969ad2e86678c,Yes,5.0,1,2014-05-20 10:36:37
3a0bbbe412cbe3854b2c0859fb63a097,6d0dc6b87e05838c726e014bbb33a0c8,cd951d814c70de18256af979e3fb8052,Yes,50.0,1,2016-08-04 09:44:17
3aa1db6669b52824a0fd8e0a8d578425,cb4fa9118a74c00df402047279b93986,e1c55bf53ea6432e14fe14ca60840f11,Yes,50.0,2,2016-01-04 17:30:11
f3d520ba861415616f00838de3ef9e33,fc211414fd8f6327e4d87809db55b647,a47a5a3c3052eb39a0432c23d37a5b60,Yes,50.0,54,2016-10-26 12:03:15
2cfe2e85d7f0124207108d3375489a48,bf11f422fc8c53bcb89e72016a5a5a23,9fa00dc91e060721bfcf0ec07f165810,Yes,196.87,1,2015-10-08 08:23:46
bdf235f8a3697016be8a4df52a77a626,7a4f4ee68d9ac8b60535c7ef911160a4,482119d35929c51588007b423363a2d7,Yes,1000.0,8,2014-05-04 11:16:21
5d18fd44ede2a8bce6a6842d434ae247,53fa255a6ecb9818265568a05d139bcf,c0c27afcbf048ebfcad2b5955f2e0f0d,Yes,99.0,1,2016-10-02 21:12:27
cc7edad5e7c96a09187330b8c00b0ee8,7a3414f301520dd12470466c6b8a5fdb,1e8a9167278b921b35f5cb28afeb47bb,Yes,200.0,6,2015-01-15 09:15:22
e58abd78dd72200ab6b79166884246dd,c04fcdb6e5efbb559269c25b227bc36a,8d6c99336f7162999d4efc96dc8c8fef,Yes,25.0,1,2015-09-02 19:06:08
a6821d77e804bc1adab071d55103913d,94674576de4ccbec838ecccdab1a09c7,83963f499781fafc206663cb321f88e9,Yes,200.98,1,2018-02-04 11:16:13
c335ea5aa7820373772f3a8258d0e21f,88bd4ac6d8056ce84282059ce8d6db5f,df2060170f4f139e9d9ec05aa12dd3c1,Yes,1.0,28,2014-08-30 10:33:32
99b05f3e22d5085aa1fdf767c892c7cd,72fb247ed7eb795b064e819d6f03f28f,77ab6cb289cb05de0a1cb2142d0681c6,Yes,50.0,1,2016-01-19 09:23:30
f2e96187f2dfb99d355a69ac08eff22d,2db71901888d22ca42505eb1a119651c,6c97311794cf125aa46002a9db32af87,Yes,50.0,4,2018-04-20 16:54:54
58d0b1d291b1e557995d682159eec061,68e67fb8f38fef71d5d8c183b7fff6f4,a00be85da3b165d12f7811efc1a7d719,Yes,25.0,1,2013-12-20 23:18:24
d3a325e495d83c33d67c7dc30d0a2907,fbee1357d7c15a78252f471839df6749,96bc529c4cb98abde9ae0f7f6b13caae,Yes,25.0,1,2016-10-17 21:39:56
57ab0e473ad5fa1637b5c97999093c83,b0a0c6751e9cb1c0efb1b60891db1435,2265174ec906b4a62f1ae8b2ead55ed2,Yes,50.0,2,2017-08-08 14:07:22
df76592c5cb7cc98a325b78481bea2dc,66ba8cb0797705e461c510e59df3ad93,40d707320423b749f908a2c1cdc943da,Yes,150.0,1,2013-08-05 00:00:29
040e6beb2331f288c34720e9a9c089a3,21a0b29da2a5a97c9355274ee5354cc5,27e2921b82f3e0ebd13308d51a23dea7,Yes,6.32,27,2015-01-23 17:14:13
380bdd6c959f886bdfb45ec8ad55b69c,cd263aa57460f6ef8610b86aa99cb97e,b501a579c6db983a55aebb4ace1c5686,No,25.0,4,2015-09-08 20:39:35
7eb195de1348d847ac6e11e4ec47fe73,de4d154cebc6c0d9dab3395725e76985,49f741d539251457cbd874abd41b3940,Yes,1.0,20,2017-11-28 06:51:32
42f1033465e48c52e9a53210323e608e,dac5d373b40904498a5ca54a457c1bc1,4e0975ac1c0789f35f8e4e0b09644ede,No,99.0,12,2018-02-28 09:42:52
54a55b4b540975121293d33eb20af700,f02b636af18505a55b11c295e729956e,cc07bd30c2858621db30700da860559d,Yes,99.0,3,2017-01-24 17:16:56
37b63c9276e16d8d070523c2b4ec9383,e91d7f9fd0e19608aa3f01340e5b1712,6d7030b55821d9eb532b4b8072a2af43,Yes,25.0,2,2017-06-12 17:31:12
fe42aeea0051720e9915775dca27a732,0a353c31166b998dd0ca006fd159f1c9,3b25e9ff616e2df7662e2511b997806b,Yes,99.0,2,2017-10-12 14:32:11
03a50e669c5010a460c57a17d876b86f,7dbe532158df7bfb618ae22043ed7183,59a7afc12cdca3acfef8a6a8d22b31b6,Yes,20.0,1,2017-03-29 13:47:45
3e63dec407729341220b378cd66d4010,f8dfcc09b364a4b5d679a6c9632be2a7,609f1a97143ed7c6eaa9374e24c2e512,Yes,25.0,1,2016-03-02 07:08:16
ea57171050de6594c805e7b5d0afff05,348bce1b0a26f89325b890e13bd4a83b,f748f31113a9d22f517dbfc27c5a1447,Yes,10.0,1,2015-04-28 20:22:37
306beb98fb02afe42c3d6f96cd745688,87d222a989303b85ff6bf4c5d60a819a,28f6084148c01ff9cfc2b81a52bddfc5,Yes,25.0,1,2013-04-12 20:45:33
3e959ec551c99663136d901485623d57,fbf5886828a69cc45b9f9c0425f6ca38,c742881fd4744c9575b3647e09bcedee,Yes,36.0,4,2017-02-06 17:59:05
44f9772927ce7c46e52f32b2713bedf9,ed0684772cb34b06686b16b9f1f4a5f6,ca94ddd051dfe2d1dd9effa54e06b240,Yes,50.0,1,2014-08-23 19:39:15
55097ce7610ae9f624629687594f23e9,1ad5fc16d4cec4a2f24a417bf035f603,689236db0e0ceccd71926606ea4185c4,No,10.0,16,2016-03-10 13:34:56
050fc88cc486240ad4006ee0e718302c,85cf044ca99820fe346a4ac4d051ad49,5b0304c0fa69965817bc3686c5446691,Yes,155.28,27,2017-11-28 22:06:48
4fdb1b7ed32b1f8e6d516311df5c6004,6b0182c8960592cd3ee4d4cc40c7ad69,2914aa617369c1aa266208a1d92dcc5e,Yes,25.0,4,2017-02-07 21:20:30
7ad8d96b5f6f2da47aac3fe1148bc4e9,3494ad163bdcaf29ea2dfda13bee9fea,a7b0f2ff5ed0bee1d2e711a2ddfce6aa,Yes,60.0,3,2018-03-18 23:42:49
646536adb90fa9bdc32d5a7a74ba43e9,32bffbacf6f7a88d2417bac4c7c095ad,c56b1db019dabe83923517516f9998ef,Yes,40.0,9,2015-12-17 13:23:16
e452216d609c81738c379eafcb362425,024633f29337ad64039a27d63e6c4ed3,d006be7223c048ae8b2bdedd7dd2b4db,No,56.45,194,2018-03-31 19:35:41
b5590eb6223c7fc4c6b980585e0a35d2,b93ba9beda39f278bdb0dbd7eee7bf0c,5bd75355f4397088b1c9dd25d4cb6c58,Yes,25.0,2,2016-10-17 12:22:11
951e5f7b5a32fe85d563e0206e444942,c52eb240713e211236f5f7b2a93021e9,fd5d404ceb9db33476c38a18a6692cda,Yes,10.0,1,2017-08-14 18:39:23
2828db757c969dbfcdb4210824afd336,1e2953d7cb438a63680e370c2eacda08,4a2f3f7b1c7b286bffc67ce57bef2d3c,Yes,100.0,1,2016-08-06 21:54:46
e0a3232a65511ee6252cf0978a0a4b2d,774e5f507adb0334c4981e892635ed76,d08b306b87bf0ddd18898c4f1f96a0b2,Yes,50.0,2,2018-01-16 16:25:51
48476f817445f96a76e65b79d8ac306c,6ecc2a274ac74656846fe68a336ed8cf,3ba8a29e3dd72043f9738c0895733834,Yes,2654.25,87,2017-12-12 22:24:06
be1ed8249feba7e290caca7b065b8b49,599d9becc80cda56c22961d7da4e5241,44a24a1b7065aeb97f324f4f3fc7a45e,Yes,20.0,1,2013-07-14 10:32:32
d9c8e506c8cea80db7988e6ba704c682,413294a36431fa9ff169d98c6a391875,c4e0606b55a707e236458c7ecb462522,Yes,50.0,2,2017-12-20 20:30:35
59ac9982742f71797ccb6bd629ea51e2,ea3663245d8367352d38443c7b3127a0,d31ad9c4e3d8d49023c5b416ef445146,Yes,25.0,1,2017-08-16 15:41:18
4c30860769640546acb784f558d5d729,c8de7e32ffe659cb59822f9e2face9e8,aab2ee393838c4359bd87bfc7eba9560,Yes,10.0,6,2018-03-01 15:32:27
0f6e756bf092b69d2161e92368e930fa,e25926ab14e53b1eb992c729aa040177,3d1a0d852fb061e899c4dd35e4a244c4,No,125.0,5,2017-01-20 08:29:50
0c0d53dbd07d2fc5ffa157355829bea3,8f79ac2eb14ad15e0b2b96e0851c5f01,c968ccf67f52cfdb0c0c5863cd25a7fa,Yes,25.0,1,2014-08-17 14:06:59
e931bc1e94a624bc27910fd067091c3b,b129d8922e9b788dd61f0ea3f528d50b,ab5b2cf6403cdac56de3f4c09d09ea82,Yes,25.0,1,2017-08-15 10:02:48
c1665a042cf6c1c5172d0dc44cfcdd70,d4560ef710047414165a2afa96594a05,f050097317fcc4d68e6f466fcd25a411,No,20.0,2,2014-08-25 21:22:14
42413031f12f3fb605bc548b73f6d6b8,22576af60205a760d16a2e7c902bbb36,8f963b4b51be0d05a021f33b65acf824,Yes,50.0,3,2015-04-21 18:55:09
3a469818c9fdf246db88456bded8aa4d,dddf160d823a9b1525e5e779943f1663,7dbff8a0da1c6911df678992a50372b1,Yes,53.74,25,2017-11-28 09:41:35
3469fbcaf135227616579fb096dc0d07,e662b4555f284ebbbd14f90e8b11d51c,60eeabfd0c9c063b11ef51e71ad83d85,No,47.9,37,2017-11-29 13:32:33
490b8eefdb6be6c252c29a019407a695,c4e3ebc292009ea7bfecf87ab1a18d3e,6fedd38a148668ba8c8dbdc15cb0872c,Yes,50.0,9,2017-07-28 11:50:35
c8c8f2c60ca4ef6f54c1ad1b05ba73ab,6cb0cba1e529abbb89d86b87828efe3d,44de7308f64f098e9a079f513709e733,No,50.0,7,2018-03-29 20:37:45
04e14bb8f711758e7ae905e98d7145f8,8059581bdb615d1f00f07d3a32f120bc,31207e0ee6f9c978f72985746c8056b8,Yes,50.0,1,2015-06-06 16:50:26
49e31eb5dcedb5bcd4be380d603ea446,a82f6077d66a5a9ce8c0e9fd5cb07ddc,2ac26abca80f9a12578e6711eb35df5b,Yes,95.26,80,2017-11-21 17:17:35
7c33f2b2e8bcf7757bf57aa32e6ca7db,f1c89d5379f568432957362b30cb2b0a,a57753d47d9bada7c94bba2e8a730d00,Yes,50.0,2,2017-06-11 13:21:53
f6e181e0dbeddccf38618af6b79d45dc,15bc0a2700cbe3ea8b211b296dfd46f2,d358add6da8fac2db55bf1e55aa6c754,Yes,15.0,3,2014-10-04 12:47:37
14228e50d83a62679d6a7d8a23b3e8d7,4635b54319317f38474210e5304c3b29,59b968274598dcc558dff4093dbe96f2,Yes,50.0,2,2018-01-28 15:06:51
4d6ab4632bd416d9787cad80cecd19d9,cb3a32b9a52f3c38bb1523c5d4b8fc90,41628897a72301ac4a8a9e502c86c86d,Yes,50.0,3,2014-03-19 15:01:08
627eea0a0c3e1aec75bee281bae92325,7d89c8e6f2816ef105b71c2eac6e5c97,5db09cd7e234295bff9caf7111551633,Yes,25.0,1,2017-08-15 21:47:09
1b93b9ebb0cf6d7b9dd97a8220ca90da,88276bb1047247992ac264cbea256a1b,1af550f09bcd546e7d8b2d72ef4e57b8,Yes,25.0,1,2017-04-21 23:13:04
349791e13f76cdd7d0b2f29b43d6436a,875fc1ece8e446d469704bc405adbb3d,dc6994d771c822907128c1c91f884d36,Yes,50.0,1,2016-11-06 13:23:45
b68f6e5d73c9df9d235885731c7e4800,30655b69aafa5796418293d6ba5c072f,df1f33bceca16542ad67cab2d6de9322,Yes,10.0,12,2017-08-06 18:06:25
a773e4a4aa02bf950529c2decd8ea5ad,873add20f9a48de0c2b70b1c9abb68f4,bac5afc1f19d31bd60de2246ac1d6370,Yes,100.0,3,2017-07-11 12:23:07
cbdd9065a19fcb8616d9c3ef88b35811,e064b44f46ea1ca7c611595a3ce6e548,ce286c33956633b09b4fd19574b134bc,Yes,19.0,2,2017-02-05 01:20:34
7380dd0a9fdbfd66456038fd752d2057,666f3df68d2a45c7fe2cd7b4c928bb2a,f509ecb2842f5ea9955c62858c23369a,Yes,642.92,2,2017-05-24 15:03:42
627aaddbfa04534ccaec0cc031550eb8,5f69affcbe7e393d3023beff25e17129,742af06449ffd2c4934c0a805ebd7232,Yes,249.93,1,2016-05-14 21:07:38
32a9c57476c9219873f5fb6d2fea73aa,80733cbb59d8e3bf9f9c0e2a7d78569c,47dfdc617cce6418dbfe385e0a25e2f7,No,1.0,311,2014-12-03 00:09:42
668abbc31ee8ff7850072603f9f98351,ec582fe29e0756c977abe82f1ee44662,a9f7aea112fc62461d357893b12d3d66,Yes,50.0,2,2018-04-09 20:14:19
a1c2e77d88b80df98f35395609fe9609,6402e01d7da44d718c6c715c21fb1546,33b1ba00bd0dc624059c049300ebbd7f,Yes,99.0,3,2017-07-25 21:23:32
63dfc364f4983afacbed9a5d96e512ea,c44fd372440947df86196a2575edb273,45fc01dcee39b72977fbeef3e03c26c3,Yes,1.0,372,2018-03-28 17:21:12
2bab6e696be9edde948463055e9ec2e2,0c2ccc9b39fe0cb9a1353c92d204c0a4,6cd5dc81bde21b2f729231f30671b007,Yes,50.0,1,2017-09-07 08:21:09
edeb2dae5f6f2601a18d69d0f648e388,5ef864207ecf37a1097dd62c41268bd1,e423ed64602393ec2a67c7310fc78b01,Yes,75.0,1,2017-08-17 22:44:34
404ad36c45a92c7bb8aa9d5f9ea673e5,38501215dcf25303856ff9e5edd159e7,26c1ecd34c238106f60164ad37210a78,Yes,50.0,1,2016-09-30 18:34:40
a0f5002044aef56973d22ca55aade7b7,f01d7c86f5c9c77db61a9dd3b642ac52,1b11684f6f63f919c8e8339990b5dfad,No,50.0,12,2017-06-17 05:21:16
140125ceb9d998a1fb3e5440d19448fc,94386091a256ffeddc0019ebb32a907a,8723788ec5367908010e8b0005bbede4,Yes,100.0,1,2014-06-06 08:53:00
aecb66f55a63aa23e410322f0c44e765,05fbe96c44b7f61728af14d9d50a8c40,4c4e9c36573ccc307af655106883cc01,Yes,5.0,248,2014-07-04 02:20:25
e2b4a3a69d881d4373ff3687aeaf25e4,59fa8d811d7ebaa3581b6e3b1c0c1de8,13a16612c1f86fa67cfcc3e2d264eecf,Yes,20.0,1,2013-07-11 08:49:25
0ae56ba53db4283ac50dbd5224b15aaf,e9d88bd67784e5d93193c823d40dc7ce,4a1731c093b2bf5403172abe7852568a,Yes,25.0,2,2017-12-06 10:07:58
0a9a1c6df2ca3b1c4c7092db1783ab0b,c806fc89a1c8f75210723b427bc13dec,129fda71726be02e5933fe250622d6a0,Yes,50.0,58,2016-03-19 21:21:19
c18048e778020167723f06ede0c96af5,bcb7e9e279a47f6ef48131c4bc45e71d,5bd86260c6e37fa2645d0d61dfdfbfed,No,264.24,3,2017-12-31 15:56:03
69305d339ae8e2fbdd2d71de6306d7cd,bf93465628f752ec5dbda6679ee7f315,1bf2641535447967297ca75d0cb875ba,Yes,50.0,2,2018-03-28 10:41:03
e375f413baeb033535fb2c820e68cd94,8e71099931b52cb45b728acc9de04ef5,f4c94dc96e09c9c9565d7fb5c7915fbf,Yes,25.0,1,2014-02-11 08:50:43
1b2752151cc22e98503f58f27660bf0b,f99a3e42a969b9e68872e8bbcad8c4d2,f9dd79ea006fee7bb4a5cc8473d8656c,Yes,555.87,88,2017-02-08 18:38:35
d8fd9afacc3ee7b3375efcc85c7b4bcb,9afd17d4fd3e04f56e415220249d47d5,efe2a739c6ae51585a2f41e48ca0a2a5,Yes,100.0,27,2017-01-20 09:30:11
fc5e173e88ca06617948df489c115418,4d9be98cd4901f3bac52b97af206713f,598f535aa1e4912867bc9a88bb77ac5e,Yes,20.0,11,2014-08-23 09:08:03
a6ce1c6178d43d011f5ee9b233e58f09,d9924c19bc973a35eb8c811eade3c2a2,87355aa6487a10c958bef507c8053560,Yes,45.0,4,2015-11-05 21:27:36
0ea49c00254005607a508cb6053d96d3,22a65fcaffae6f879c341a7b80d00c52,7191ffbfa3a2badfc6603bf4bac55885,Yes,25.0,4,2017-09-27 17:20:04
00ff262a481104a51e4f07bfebaa34b2,81c9ba2881b2e41bfed1e4c1457282f3,63e0e17262becb83314fd7695dbcffe6,Yes,5.0,3,2013-01-30 16:22:00
785ea1612f15f6f2eb705f4d9ae378e8,ad4ba7f3b6f48c9c1f610b65455d32f0,a68667795f9984b03f364436ae2f63f1,Yes,99.0,1,2018-04-16 16:20:01
cae6868d86349eb53726ed4709779aad,22e46d84f80700b92ce1d0a31f577a16,3d8eefa740b69c554b0967e024c93e5c,Yes,15.0,1,2017-07-19 18:24:42
a5f5ba0753b3fc98a9c7a97259ac7ced,68e31ed8dbe7e3ba365390240cabe57a,9070231c7a3a9b111741795c21816eb3,Yes,10.0,1,2013-09-18 13:28:11
66cb1cfe2447427aeb3f2ad8de35063f,b49c3cf158769d19bfc19570dc237235,ac7e8498b8bfd5fa9a87280de07fdc4e,Yes,106.32,21,2015-01-23 20:15:27
dbc5e530d99b64bd6bdaa850f0f3c5ae,a0cb8882219c81b6f9e494482e48b3ad,a3b22e3e687994b4a05df4cc6bae3190,Yes,29.0,1,2016-12-15 18:49:36
bbf090aca7bacd4ea9e2a789c16321ac,f18531335c0b7f8083962f7995c825b0,763373409ca45d97103177305232df2f,Yes,1.0,830,2017-07-24 14:37:28
499628c01c7075aa9372e2b367560234,8ce9fd89f64d8845492f2fb34727eaba,b4aea9785455df44a66d0ab3da83b7f5,Yes,25.0,1,2015-02-28 00:49:42
310b13f50fcd0a83b6ade326595229a1,ad9a3f441346255b73f874f849c626d5,116fc924c08ad39d42f49a10abc103c0,Yes,100.0,4,2014-11-07 00:14:09
5566b775c85e247761e3ba06aae79955,70339bd2758ae3a7ff371f250038bd72,47160f96298fd25639193d52e8586b07,Yes,35.0,2,2014-02-15 11:20:09
91173d79ccb524dbdb6d6ba1f52bbd65,c0668dbc24c61a3bc44fa28d90430992,4dcd8098836d7a95783f58dea9026dd9,Yes,10.0,1,2017-12-22 20:27:10
34ae29b33e29d60866c97c5d80a23a5d,beed18c4b05a5e3b7416f8721b8b985d,ba4eef2d5a58c4a6b8a33566bfb1835c,Yes,25.0,1,2014-12-15 13:58:56
2b392193417e325b7c8e33562a4bd762,3a9b764798eb989da2a70f055e9dd497,adda9476b3d4b6341ed6203c6b57582e,Yes,25.0,1,2015-04-16 04:53:05
11031d398479f5843dbae8877474e47a,f679d047383a6b997991a9358e5eb7d1,608f229abb099e6bef357b7a01cfac34,Yes,50.0,1,2014-03-21 12:47:59
e488bac0e8abec689db18035bd9233c9,d4f075cc8d9eca5821108bf519f22e08,9d208b7bfff3aa0174d96e7573ca22eb,Yes,25.0,2,2016-11-28 13:00:45
ce8356e6e3847e8e789066906c224539,0dcccbaf7268ccd08087eb4b8832b54c,2c743575656f44ce4927d944c5498fb0,Yes,25.0,1,2013-06-26 11:28:31
535d52038726c673a96155b7be9b4e9a,980c3c28abd2962429c3e2cc2391b704,203c11b6cedc1bf3ac9b7980713dc155,No,100.0,3,2013-12-23 12:34:49
a56f6a565c9fab1dad65abd3dd25e111,3e9e45088873fc5160e0ebf097cfa1fe,d9bcc713428455836f494cdc83aac8f4,No,75.0,1,2015-02-01 22:19:00
3405a698286a35eebcd0f334bb583112,e5e0395ce69255a096a165a3e64a0d03,43b02913d58c41397f8995ecd6a452b5,Yes,10.0,4,2017-12-13 21:47:34
0eff388ca27e3102ece5b321e5ba4264,2f321f6ce8e4b7c7e45f60a40cd6dc90,d3ac2267660b4eaa8ad57289628ca2dd,No,300.0,2,2014-03-05 08:42:56
e814df8b1c1d6c4fa4c1e35ef9aa5c90,b7740d40435a6af80811def0c6ed18ca,d01debf1fcb6241b10529b03da842e3e,Yes,105.89,13,2018-02-27 23:08:56
0e20c7a80536e111871e3a2c3e4c6bca,8caf4bd15b07932418f9c06691e5198a,a15f78f752e4b55ff9ae7955efa453e5,Yes,25.0,4,2014-04-23 14:16:10
b1d1041cb7e117ccfd9b77b18a48cbfd,0365e17e90371640b15d3733798827f7,5a6fe4e05ee7f5e8aeaea848bab6ad97,No,4.28,19,2018-01-01 20:06:55
c0fc4d35822e7e7b36ffa87c0ebbe282,0bb34d792676538b3518412ad82c9fb2,10104b8179f3e098cdf74f5ae35c367f,Yes,53.06,1,2017-03-29 14:25:03
7bfdbba3f35bf3226abb1e4fceed9a80,e775a1839fc6e7fc20ccbf4d9bb8408a,4cf73490d83f7aca226df8a0b3c10d53,Yes,1.0,377,2017-11-28 08:50:38
ef27b5dfd8631374f266448ee41754dc,cfe9f14dbd269d55aae7ecce0f29992a,bcc2660839880aef9c0e313f28c0a4dd,Yes,10.0,1,2013-09-29 20:46:04
801b683ffdb49d88f6d6ac095a73c598,a5fc01dc8a13ac50dd0d549a49832c2f,f0f6cb3beeff84ae7cbeb793af419ee8,Yes,25.0,21,2016-12-18 21:20:55
3153400579e528a9cd803e3d905c6aa5,b1bb0f61a23748aacfe0d823d74bdb30,aa8140d4d99de02b6dff93d53606a79b,Yes,100.0,21,2017-03-17 14:03:33
19679649a0c0927d9bb5d0dbaca189d0,08e95e31f3e17550d499a7d441d70159,49ddb329d79bfe961d9166f0e310af84,Yes,99.0,3,2015-02-18 23:47:28
a60d73419e071f992ca212cf743366a3,d8068cc5991ce28171a54d39ff306fd8,6ce6cafd7d412a1c066ea985a82716cc,Yes,100.0,1,2016-04-14 15:31:26
5d4f94271d66b0b753aa0b01c473e5ff,55e03271dc28ae5aab99346df0534d09,dfae5e4848902711f83535ff4c179a8f,Yes,64.64,5,2013-05-06 15:23:13
5e2dc5c17da6844dd28be10223bea0e2,b11f84722f8c3b8cef19d1dad176705a,901b7cc13c5f6c02a705e5d029a1e56a,Yes,391.44,9,2016-11-10 05:02:12
b17d2da237d770234604a80e4a3c0fea,c6e147d3a2fd06f3fba747b61d3caf43,818f9103ff8f3576584683131e3e5a8a,Yes,100.0,1,2016-01-31 16:32:59
1ea8c33704c5dce57518843b10c75c76,b9f534ebcda8b31ff3036220207bab05,e5183559364a880df8ea7320fae7ccaf,Yes,46.0,2,2016-08-24 21:29:35
e334ff306de4b33f0981269935e6937f,0df029cee803f032c48b798fadc6636c,74205c9618de037b3bb02e524b80bc76,No,25.0,1,2018-01-24 19:31:44
91540fd05fbca63048d54b91489f967d,130f0e17854384d35c1204a352c44bcd,03f67df7d09f664b1902bf9240ac3c26,Yes,89.11,3,2017-01-12 11:36:37
f731b2f450d35cd4367875ab50192e84,d1b5d0448306ab0f9ff7b19f9c12413a,fb1db5ccea1a6e06ba66f8e495eb2376,Yes,20.0,1,2016-03-10 15:32:17
ca22058e609279bebab176b3fee1ea9e,5feabcb60c615c4eb54b01847011e540,5cdaba417c3488b5e037a51f93cf349a,Yes,10.0,1,2018-02-23 11:56:43
2c005982fb56e046aec232830bfaa35d,1673bb17d98755a325908d9e1b99a68f,7fbbd53cb78bb7a35525d6918c6b5704,Yes,2.0,462,2015-04-30 06:49:55
15aff35e184392fa9634ef672d1838c5,335f39c0ae04c008964c0876932633d5,219e4ebfe4256af39505c6d84f50ec70,Yes,10.0,2,2016-11-20 18:27:53
71c560ba10f46ed65ed494321dd51b24,2a761e0a6fac43d23ed3d95aed469b57,3ea14ef0a50178905121748e00134d9a,No,50.0,1,2016-12-20 10:42:57
4db73338632773b39e6d2456a15c0df5,ed6b57053b4ded70270b8f27a3df606e,436fe8455475c7cb4bbd9536cdebf6cb,Yes,247.63,3,2014-12-30 01:53:43
24f12e21e5f5d52994b5f2d167aada53,b35b0ac7994504d6a8488cc922ccfa1b,a115d6b4aedd020216e142484dc4c995,Yes,370.35,15,2017-08-24 08:06:16
c8e141ec41b5dfa737e52eac4eb0468f,77d92149c5f88d287d2d1f68e731f339,e90b9190756da57a52d0f34e0ec068e3,Yes,25.0,1,2016-01-22 19:25:09
f948b38e5906ad374e8468dea0b68157,92182f0f866ae8e82cdfaaf4c8e0de77,5f90dd7e44fb90de87f1e3501cf838a4,Yes,25.0,1,2017-02-01 00:09:38
