Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
c270f5c889d9f8fd396fb866f215d898,sugars and fats (what's on myplate?),1.0,7.29,Amazon Business
8282170d040319e06eb087760d8c196f,"the roald dahl audio collection: includes charlie and the chocolate factory, james & the giant peach, fantastic m r. fox, the enormous crocodile & the magic finger",1.0,18.26,Amazon Business
b2e98e980587dc9673517fea31f91f1b,bully b.e.a.n.s.,1.0,8.96,AKJ Education
ee0aa3a6431fb21d10a5c2e5561e0a30,06032-1009 - richeson slightly imperfect assorted brush set - set of 42,1.0,22.87,Blick Art Materials
a7251bcd0db0053db6084364cb3484cd,merax foldable floor chair relaxing lazy sofa bed seat couch lounger (beige.01),3.0,83.03,Amazon Business
b8a68627027626cf05e785b8b0125073,"crayola 64 ct washable markers, (58-8764)",2.0,8.94,Amazon Business
90c762040aa116ec419bf7e410206759,sport stacking with speed stacks cups neon green (cup stacking),1.0,19.99,Amazon Business
ffcae6ebe0e69e872f7fc0a46e1b07b5,kindred,1.0,11.68,AKJ Education
be950144d3ee43b8d64b388743e11e77,the ultimate diy tech upgrades guide: build your own laser + 74 other way-cool gadget hacks,1.0,8.28,Amazon Business
58383d3b374fe3b86480066d44ef7f04,"neenah paper specialty card stock, bright white, letter-size, 96 bright, 65 lb., 8 1/2"" x 11"", 250 sheets/pk",10.0,9.77,Staples Advantage
6265b992f671bec57e402c3a4718bedd,majestic home goods indoor wales polyester/linen small classic bean bag chair navy,2.0,107.99,Quill.com
f4af2f7c668b41f3892c885b3005b7d8,hp - pavilion 11.6'chromebook - exynos - 2gb memory - 16gb hard drive - piano white/blue,5.0,229.0,Best Buy Education
1e63196ebe0ad0c672928e7d38532513,sony - zx series on-ear headphones - black,3.0,12.06,Best Buy Education
abd2d0ff6911c3958f1a59157bf7616d,we are in a book! (an elephant and piggie book),1.0,4.79,Amazon Business
84b5f043703bc4017be6c46ca60d0c54,dell - optiplex 3040 series desktop - intel core i3 - 4gb memory - 500gb hard drive - multi,2.0,488.3,Best Buy Education
d20fca9f5866f290c7f9b0ced9de0703,"gaiam kids balance ball chair - classic children's stability ball chair, child classroom desk seating, green",2.0,69.98,Amazon Business
3bf1f84f73f0be9acd2bd01b6094719e,"fujifilm fully loaded value 8gb card and aa battery kit for fujifilm s2950, s4200, s4500 & canon sx160 - includes aa ac/dc charger with 4 aa batteries, 8gb memory card, carrying case, usb 2.0 card reader, mini tripod, 3 card memory card wallet, cleaning c",1.0,35.99,Amazon Business
04d2050d71b785c0feabd5c621f69269,rr677 - pete the cat: i love my white shoes storytelling kit,1.0,29.99,Lakeshore Learning Materials
657665d7f508f725bb0937f7c6f9a87e,harry potter and the half blood prince (in simplified chinese),1.0,22.45,Amazon Business
1050859228651435c227687542d164cb,the jelly donut difference: sharing kindness with the world,1.0,8.74,Amazon Business
259ec8f9e74932f2ec71b182fbbb45eb,100+ pack of random polyhedral dice in multiple colors plus free pouch set by wiz dice,1.0,19.99,Amazon Business
aa7b43ea47e47e2270acf60f49089e06,"hokki stool - 18"" light blue",3.0,107.06,Kaplan Early Learning Company
74c49dfef428ae8900a41016cd7826eb,composting: nature's recyclers (amazing science),1.0,7.15,Amazon Business
53c95cbebe2ac1ef526b78a013e68b36,the hunger games,1.0,7.97,AKJ Education
f2d57a7c09d161bb7be8d10670ba7125,anna hibiscus,1.0,4.37,AKJ Education
6d0980508ae7ea1b9b90552fe8a13908,colore hb 2 pencils with eraser (144-piece),2.0,18.99,Amazon Business
6218e30d02d59e0c85a5867976841c3b,homeboyz,2.0,8.09,Amazon Business
f77e6af97900b198db3140c05170a9f6,lm goldfish 3/p 1 card,1.0,7.25,Frey Scientific
52349cff818b5732194c66119dabbca9,pretty little liars #15: toxic,1.0,9.18,Amazon Business
d046ba89e09a395c61c0a5e0c87372ba,office mac home & business 2011 key card (1pc/1user),1.0,129.0,Amazon Business
a62f160b2e68199c34e3b3f6a7fa86b3,"dixon ticonderoga beginners primary size #2 pencils with erasers, box of 12, yellow (13308)",6.0,8.38,Amazon Business
eb3eaa63e5c07c49a7eb9cfde3df8b8c,o-cedar multi-use scrunge scrub sponge (pack of 6),1.0,8.99,Amazon Business
dbec7dd82ceda311308ece3ac584dc11,kaplan kolors washable tempera paint gallon assortment (set of 8),1.0,84.96,Kaplan Early Learning Company
13ff120f1e1bbaba12dbce110871808d,best for boys - 3-4 (10 bk set),1.0,45.16,AKJ Education
483da22ff22d179a478a8f0a4141cb5c,"my doctor, my friend",1.0,2.0,AKJ Education
64e039e48ac20dff1cffd56cb978c3e2,prodigy series double bass outfit,1.0,1699.99,Woodwind and Brasswind
699bebe47ac970e61de3f9736e67a895,gs309 - all-purpose teacher's scissors,1.0,4.99,Lakeshore Learning Materials
1f278eb8fd820084d448726784089ab9,inflated stability wobble cushion / exercise fitness core balance disc (red),1.0,15.99,Amazon Business
392d4f9ef5b21a1ff865f59244d13282,ff185 - cozy corner canopy,1.0,59.99,Lakeshore Learning Materials
5b141ad7c8aa1f16cbd6157fee64401d,da363 - best-buy 9&#34; geoboards - set of 6,1.0,19.99,Lakeshore Learning Materials
40dfde1bf1d813b227cec8c9d374703c,judy moody va a la universidad / judy moody goes to college,1.0,5.8,AKJ Education
c70587b26002a00e0f5666c4f4787675,blanket weighted medium 4' x 6',1.0,123.49,School Specialty
af84699b0744a7cd7e1b9c7166bf800d,"the complete wreck (series of unfortunate events box set, #1-13)",1.0,120.45,AKJ Education
72b1ad9ce40d022a440a131007a0a7a9,"panasonic rphje120v in-ear headphone, violet",5.0,5.99,Amazon Business
cba4ccc84cd6e469bd3d07651e1db76d,speak,4.0,6.41,Amazon Business
969406ca6b59a05e2b12c5770ae7b82f,hh706 - flip & read sight-word sentences,1.0,39.99,Lakeshore Learning Materials
b5af85413b568afc2a65a7fd02a57dd9,ta50hr - construction paper - 9&amp;#34; x 12&#34; - holiday red,2.0,1.19,Lakeshore Learning Materials
ccb4fa30a445e11f50f498ec815e4f20,rocketfish? mobile - case for most tablets up to 10'- black,1.0,19.99,Best Buy Education
85eb2239002cb038e1c93f0b965abb4a,into the west: causes and effects of u.s. westward expansion (cause and effect),8.0,7.95,Amazon Business
afb70a8b514325228cecea0a43ce8378,const ppr 12x18 blue sunworks pack of 100,1.0,4.75,School Specialty
a3fc1fc5121d0a1e7487083fe5a57c98,"blick construction paper - 12"" x 18"", lilac, 50 sheets",1.0,4.59,Blick Art Materials
c8efae169e4ce0c425c1547004404847,who was bruce lee?,1.0,5.99,Amazon Business
34f9bade86d38149f5c31a08dcaa84dc,"griffin technology - survivor case for apple® ipad® 2nd-, 3rd- and 4th-generation - black",2.0,39.99,Best Buy Education
aff066580f9d71166c41af491829af6c,gg287 - spanish-english carpet - 6' x 9',1.0,299.0,Lakeshore Learning Materials
a69aa8df58d5c45ba0cd88614d4b6615,tachikara sv18s institution and recreational play cordleyâ® composite leather volleyball (white),10.0,24.88,Amazon Business
c69f21f9e23049de7ca34a0232b8855f,ee428 - lakeshore super sand set,1.0,69.99,Lakeshore Learning Materials
9ad60edee1fe12986a8d389c750bfc04,fisher-price tappin' beats bench,1.0,17.99,Amazon Business
52e5045de22f697ec34e2c7a18762dc4,europort mpa40bt-pro portable pa system,3.0,199.99,Woodwind and Brasswind
5b3a979b7843704765e42fac748bc7c2,la820x - lakeshore no-spill paint cups - 10-color set,2.0,11.99,Lakeshore Learning Materials
6c2302fe524263b65c0ecc56e7a79db7,tt768gb - neon connect & store book bin - bright green,2.0,3.99,Lakeshore Learning Materials
071246d82d8ed1186a2e6c11ad1ecbca,tape it & make it: 101 duct tape activities (tape it and...duct tape),1.0,10.32,Amazon Business
cf09baaed9667326b25f2b011a788ef5,math in the kitchen: fractions (core math skills (powerkids)),1.0,8.25,Amazon Business
5b0caa44362a90c94861e6cb67a4c42f,doterra balance essential oil grounding blend 15 ml,1.0,22.0,Amazon Business
a65a71939c69d263ac232f850c7a78b9,"i survived #7: i survived the battle of gettysburg, 1863",1.0,4.08,Amazon Business
653503ba3dd0e3452e41d6a4be308e10,steelheart (the reckoners),1.0,6.76,Amazon Business
2ce77d3e0166e5316cd59aa6d2210338,"cafe escapes milk chocolate hot cocoa k-cup packs, 24/bx",2.0,15.99,Staples Advantage
b09f54512e5c1d88e2d25b024d6c0acb,ev212 - regular dot art painters - 6-color set,1.0,14.99,Lakeshore Learning Materials
14b7495da5424775b3e52bf25259665a,kit working trucks set of 3,1.0,14.19,School Specialty
c06687208f9dd22668b0c2a3ca3a7071,pp855 - content area literacy common core teaching kit - gr. 5,1.0,199.0,Lakeshore Learning Materials
7bc7f38d0016b8ecdeebabbac24c4698,"12 canvas tote bags ~ natural color ~ 8"" x 8""",3.0,10.4,Amazon Business
c0a1aa4b271e55ec91a50201220ff1c6,"math minutes, 3rd grade",1.0,14.68,Amazon Business
74c7c73e2019d210808ee017b57d4e94,super duper spanish cuando cards,1.0,11.89,Quill.com
1693f8321016209700570d85e05c7fc5,t shirt adult medium white,40.0,4.25,School Specialty
9a08b0205ad5daa002fa5f5a58edaf21,eg728 - beanbag fun cd,1.0,15.99,Lakeshore Learning Materials
8e1ab35c65bfffcc0c3b60f6ba4bf2b7,little leaders: bold women in black history,1.0,11.68,Amazon Business
c38dbf145b2be08008ca19274aa9d52b,ll300 - dishwasher-safe plastic basket - large,2.0,16.99,Lakeshore Learning Materials
ae959490513330b87e0504c4564329d2,dd999 - circle time learning center,1.0,99.5,Lakeshore Learning Materials
1d709403f022bf2bb26885d9fa86698a,costume firefighter,1.0,17.09,ABC School Supply
b04380113bb55044c6e0c32577586ee6,marine (pp) - classroom select,4.0,0.0,School Specialty
fd08d36ae3068833aa29e05be3c97d83,"sharpie brush tip permanent markers - assorted colors, set of 8",1.0,10.5,Blick Art Materials
e859e65f87ed6e772f9efa135c3c4305,hh224 - can do! sound discovery kit - pre k-gr. 1,1.0,19.99,Lakeshore Learning Materials
54c86c2cb5b4a1d1b73a7f69ec256de1,ll724 - level m nonfiction extra book set - gr. 2-3,1.0,31.0,Lakeshore Learning Materials
fab0ca97edb8f86058a11ff2dfcf1ea4,chrysanthemum,1.0,5.1,AKJ Education
ff7c6cf3ce2aea570e28f98b258138cf,50 series pretuned tubano,2.0,182.81,Woodwind and Brasswind
50a982bcd61cf6fc7b73e4d6711a3075,bd521 - addition power pen&#8482; quiz cards,1.0,9.99,Lakeshore Learning Materials
7dc32a35d7d99172addfffb6c647c56b,celebrate diversity book set (set of 8),1.0,53.51,Kaplan Early Learning Company
ed728f28993c554e8be7081fe45e729f,"charles leonard - economy glue stick size: 0.28 oz, color options: clear",50.0,0.75,Teachers' School Supply
5027e2b0fffbb13f808c89d2892b610b,case of the climbing cat,8.0,2.91,AKJ Education
b8bcb9d1e455bb66b0b94afbde7da9de,owl babies,1.0,6.29,Amazon Business
471b12b4bee8fffd2c659f781ed502ed,our tree named steve,1.0,5.99,Amazon Business
e9f67be9f8c908fb2f93b49628fb9159,the outsiders,2.0,6.08,AKJ Education
67ba1da01a7a16e39fc7e78c8edc08d1,"dancing miranda / baila, miranda, baila (pinata bilingual picture books)",1.0,14.86,Amazon Business
c03557fc0af5608f577f8d9a481bb181,tt904 - a place for everyone circle time carpet for 20,1.0,469.0,Lakeshore Learning Materials
413f7c7f6692ef3ae01b251df1a25be9,apple - ipad� mini 2 with wi-fi - 16gb - space gray,2.0,299.99,Best Buy Education
d83b3ed0f7674d380409551eb980adda,aa337 - level n book bin - gr. 3 - library 1,1.0,37.99,Lakeshore Learning Materials
1e0d077e329a9b2f369f446cc9b0f732,lego classic large creative brick box 10698,1.0,47.99,Amazon Business
c28808e6d774a312c72c44c2e3062a7c,"se tl10 clip test lead, 10-piece",2.0,4.99,Amazon Business
3056e48299ed2ccf70f5730bc22b1cf7,"crayola; crayons; art tools; 24 packs of 24 ct. crayons; durable, long-lasting colors",1.0,29.16,Amazon Business
a5b96ef12e707179e7f85bcb7d93d34a,canon eos rebel t5i digital slr with 18-55mm stm lens,1.0,699.0,Amazon Business
6aabb091a42bf2a122189a97db27cfbd,"classic baseplates 6"" x 6"" building brick baseplates by strictly briks | 100% compatible with all major brands | base plates for building towers, tables, and more! | 24 baseplates in 24 fun colors",1.0,31.99,Amazon Business
e684c97c462296bdb559541b35cf83aa,pp540x - living things magnetic activity tins - complete set,1.0,79.99,Lakeshore Learning Materials
97911a79186a3be9e9dfa10c3679a0a8,rr668 - student write & wipe number lines - whole numbers,2.0,16.99,Lakeshore Learning Materials
bca0c11c544b146f2264116dc349df4d,ff347 - mobile 10-bin storage center,1.0,199.0,Lakeshore Learning Materials
41cf432f848e5c7c8c683bae48fd3078,here we are: notes for living on planet earth,1.0,13.98,Amazon Business
7ba4c13f2c2c6a212141e4301fa8beaa,apple macbook pro with touch bar - 15.4' - core i7 - 16 gb ram - 512 gb flash storage - english,1.0,2799.99,Best Buy Education
9ec830058efdc40986ca0b531ff97833,aa844 - level k extra book set - gr. 2 - library 1,1.0,26.0,Lakeshore Learning Materials
d0ae6f4763ee7a7ecb132e187dccf154,"topsky 3296937 hybrid three layer armor defender full body protective case cover for ipad mini, mini 2, mini 3, mini retina bundle with stylus and screen protector - grey, green",1.0,13.49,Amazon Business
85d7550ef2a4d1780ad1a703c5ef2ae1,duracell rechargeable nickel-metal hydride (nimh) aaa batteries 4-pack,8.0,19.79,Quill.com
1071cd318eb8511d30c2568c9b1a1a8b,so far from the bamboo grove,4.0,3.89,AKJ Education
7e20d5c61ec24cedbbd2492771da7714,big nate: game on!,1.0,7.58,Amazon Business
5ad32023337165ca7bc248fefff30791,learning resources beads and pattern card set,1.0,19.44,Amazon Business
9c62ff795ddc4123517baea86d926dad,"refurbished dell inspiron 5555 15.6"" led amd a8-7410 1tb 6gb windows 8.1 laptop black",1.0,269.99,Staples Advantage
45c3bef6abb6b60c54e618f48fa06309,educational insights shapes bean bags,1.0,14.94,Amazon Business
3605f157dd75bc7c368443219e059ec7,"fire hd 8 tablet with alexa, 8"" hd display, 16 gb, punch red - with special offers",1.0,49.99,Amazon Business
6fa2580529ce6d0bb6da45b8deca24c5,"kore patented wobble chair, made in the usa, active sitting for toddler, pre-school, kids, and teens; kids don't have to sit still anymore - ""the best seat in any classroom""! - purple - kids (14in)",1.0,69.99,Amazon Business
08d8c51eedb7f5ce5a64279613405646,"moleskine classic notebook, large, ruled, black, hard cover (5 x 8.25) (classic notebooks)",3.0,17.96,Amazon Business
39c0b25aa740bcd01fc7f06e2d1bbcd0,dolphins!,1.0,2.91,AKJ Education
fa1e34ffcf83ff51de8c2c21336ef33a,who''s who in the dr. seuss crew,1.0,48.65,AKJ Education
49419d96e215d36d26957854183f2253,stained glass flux brushes / 18 pack / fusible glass mold cleaning brush,1.0,12.95,Amazon Business
341feda3df0dce159e7f09ffd1cf8195,caucasian doll family,1.0,16.96,Kaplan Early Learning Company
e23842ac880441fe9a4b0aec11c6396e,lc807 - doctor costume,1.0,29.99,Lakeshore Learning Materials
68190828a274f7ddc6c400ddfec5a714,"crayola 64 ct washable markers, (58-8764)",5.0,7.87,Amazon Business
58c523574e81800508e833f939db5462,"hokki stool - 15"" light blue",6.0,96.01,Kaplan Early Learning Company
af8d9160487db8947034508c23556a1d,hh590x - hands-on science specimen centers - complete set,1.0,139.0,Lakeshore Learning Materials
b5fcbeca5eefeeaf55b98005cb5d2c34,lc127 - unlock it! number match,1.0,29.99,Lakeshore Learning Materials
e3995c57135bffe43112011d65e782f3,open front desk w/ metal box and laminate top,30.0,52.0,Teachers' School Supply
ff2dba579075e1f42247fe5d064d5dd8,firefighters help (our community helpers),1.0,5.81,Amazon Business
512c9b40d3ee1a7447b36e60c94d2c40,people olympics 2016: the best of the games: gold and glory,1.0,13.99,Amazon Business
aafe21c715bab6348a4e27194e49a4f8,px2016vt - lakeshore fully washable liquid tempera - 1 pint - violet,1.0,2.79,Lakeshore Learning Materials
ef745c83279ccd72449c2da1dcbb7f1a,vr811 - dough tool set,2.0,3.99,Lakeshore Learning Materials
1a9dbca12edd5ad5e6cdcb51ad984f62,blue yeti usb microphone - blackout edition,1.0,125.9,Amazon Business
3240b7fc2cd4f6a040c8755bff0d4d51,carsonâ® 5x minibrite led lighted slide-out aspheric magnifier with protective sleeve (po-55),6.0,8.97,Amazon Business
db0d7bf965945c9f1621dfe47748f113,"the new york times upfront, grades 9 - 12 (min. 10 subscriptions per order) - 14 issues / min. 10 subscriptions / grades 9–12",17.0,9.99,Scholastic Classroom Magazines
c8bb30ac579487fe34e115de958f9217,bouncy bands for desks (black support pipes),3.0,14.95,Amazon Business
b964286279f17fe05b4a34c17218716b,the invisible boy,1.0,9.67,Amazon Business
691f5f4f060676bca0ff4a3553c882b5,when you reach me,5.0,11.67,AKJ Education
bfdc9bb1d5d076f97b98720c2d0da35b,chronicles of narnia box set,2.0,29.0,Amazon Business
69997da9c87af5ffa7e36c1079d41c28,dd370x - soft seats - set of 6,5.0,49.99,Lakeshore Learning Materials
c9ff2015e63a087231f36c3c51036a21,"poetry speaks who i am: poems of discovery, inspiration, independence, and everything else (a poetry speaks experience)",1.0,16.3,Amazon Business
44f974001f7160225c86b4e6d5ea114e,best classroom listening library (set of 8) - paperback,1.0,73.06,Kaplan Early Learning Company
9b3f7a3cf03e6221ef5c58d967cd8969,"w packaging wppb8kp plain pizza box, b-flute, 1 5/8"" deep, 8"", kraft (pack of 50)",1.0,21.56,Amazon Business
449121d1f1e43cca0365e73eb9d83261,otterbox - defender series case for apple� ipad� air 2 - black,3.0,51.24,Best Buy Education
fd1cbd63e0fa6ddda9c0e8e26b66b01a,how to train your dragon,2.0,5.84,AKJ Education
db32cc41b9e5884fbc3050fc32073f4a,horton hears a who and other sounds of dr. seuss,1.0,7.29,AKJ Education
d0b098ec3ddbb2bfe5c7971c60374812,bar clampspreader36 capacity in.7-38 to 43-38 spreading range in.3-14 throat depth in.,2.0,29.11,Grainger
a7d6e1917d4242bb2bcc6352a54a4641,ziploc commercial resealable bags 1qt.,1.0,39.99,Quill.com
fcf447f850532f37d908b32a1fecaac9,eric carle''s dragons dragons,2.0,9.48,AKJ Education
88581b938754f3aac040dfd66284dcec,"c-line reusable dry erase pockets, 9 x 12 inches, assorted neon colors, 10 pockets per pack (40810)",4.0,15.7,Amazon Business
f831e10d840e2e2aa18bef74d7900e0a,speakaboos school edition digital interactive picture book subscription (grades k-2) unlimited users,1.0,499.99,AKJ Education
1228f13af34dba2897acabd14782e0f8,"post-it 658 labeling & cover-up tape, non-refillable, 1"" x 700"" roll",1.0,3.39,Amazon Business
47b8378086937f7d089ebd01fb395c1d,skateboard sonar (sports illustrated kids graphic novels),1.0,19.18,Amazon Business
33b0f725cc0ebb66aa05d2240dc20df1,dd817 - reading comprehension daily practice journal - gr. 1-2 - set of 10,2.0,37.99,Lakeshore Learning Materials
43b5c9b73b362e3c40cbcd5b6dfa479c,cozy chair and ottoman,1.0,89.21,Kaplan Early Learning Company
d4bfb5b6b7c6d9d39a622975ecbd490b,zepp 3d baseball swing analyzer,1.0,140.36,Amazon Business
4dd38fdf5dcbf17f343adb7a6f5dd833,let's clean up!,1.0,24.81,AKJ Education
fbb8b000d6afad906092f4903c39d652,al capone does my shirts teacher collection  (3 bk set),1.0,24.07,AKJ Education
c5c376ab6c544025c2a64600a6b2754a,henry and mudge get the cold shivers,1.0,2.91,AKJ Education
6393924b296ee0c843295c8a6da93361,"schoolworks 5 inch blunt kids scissors, classpack of 12 (153520-1004)",1.0,9.59,Amazon Business
77da2b571630864736e6269db7da601f,"40120-1002:  yasutomo bamboo baren - small, 3-7/8""",6.0,4.14,Blick Art Materials
aefbd7218eee44df484f29bf34d21124,biscuit's christmas eve,1.0,6.99,Amazon Business
db82caeece6d2d363e501a5196a059d1,cf510x - calming colors&#8482; giant pillows - set of 4,1.0,269.0,Lakeshore Learning Materials
46ae436792ea9f559fe77d09a4d2ec2a,applying the standards: evidence-based reading grade 2,1.0,8.46,Kaplan Early Learning Company
b1ca5fa3ff1cdb5fcda100c6242fd288,game,1.0,9.18,Amazon Business
03a7ae43438d5f2f5935d4d0fb6d825a,a diamond in the desert,32.0,5.1,AKJ Education
8ce8c21f971b3394f706b406cd969ec5,brianna the tooth fairy,1.0,5.1,AKJ Education
efec3bdb66852a02118fbcf667eee197,fish in a tree,5.0,6.56,AKJ Education
4273d2b7a316f45b6b6262ee22e5d1c9,poppleton in spring cynthia rylant,4.0,2.91,AKJ Education
37de3231e4611c67eac7d35dbde7ac79,cr122gr - wobble chair - green - 12&#34; ,2.0,59.99,Lakeshore Learning Materials
1dfd1a2907e02b85c0ece2249187d359,electronic piano- 88 key- roll up- full size w/ foot pedal,5.0,150.51,School Specialty
b421ee0dd665552ad9bfd06fff9a9b22,dixie perfectouch 12 oz. hot cups 50/pack,1.0,6.37,Quill.com
400a111128c9b2951fcacfc8cd5dd02b,book bins interlocking assorted set of 30,1.0,70.99,School Specialty
934ce7ecb2f58af3513231644e4360f6,pinkalicious: pink or treat!,1.0,4.49,Amazon Business
9304f7ded527d94cc02c3302e30cc2bf,microsoft wireless mobile mouse 1850 for business - mouse - 2.4 ghz - black,1.0,13.35,Best Buy Education
54ce44acc7bed019121b584773beaac6,dvds getting to know all about art set of 3,1.0,81.69,School Specialty
640570cd3acac7a964da0357c89b63fb,wonder,30.0,10.18,AKJ Education
e56878ec94300e731759d743629900e8,¡zoom! cómo funcionan los carros (zoom! how cars move),1.0,6.56,AKJ Education
5c13ae749bbf6c72e8b33675f5e436e4,"gearit spinner folio case cover for samsung galaxy tab 3 lite 7.0, black",2.0,9.99,Staples Advantage
87f13a82cb015f79af11f3f9fbe24959,the judgemental flower (building relationships),1.0,6.67,Amazon Business
9226af8a80047992291d3b66a7601ef5,"ar animal flash cards. introduction to dinosaurs, land and sea animals, birds and insects. interactive 3d game for endless discovery, storytelling and sounds",1.0,14.29,Amazon Business
d863f227d896f3ec0c13c0ae3c3c962a,assorted science (6 bk set),1.0,22.81,AKJ Education
31368ec12980828fde6c552c82372948,"pecos bill steven kellogg, laura robb (illustrator)",1.0,5.1,AKJ Education
7c115e80cced363d53315cdb0a445e9c,graphic history book set - english (set of 5),1.0,33.96,Kaplan Early Learning Company
1e66956d6192fab64d595e97ae91c2d3,holes,1.0,5.83,AKJ Education
4bb37e19ee359c88d7e5689eea2c5386,apple&#174; ipad&#174; with retina display wi-fi - 4th generation - tablet - ios 6 - 16 gb - 9.7',1.0,399.99,Best Buy Education
90087847621ef9ca6a79771bb552206e,"00623-1047 - blick acrylic medium - matte, quart",2.0,13.5,Blick Art Materials
9abcf2cf5fa200ea012f78245528d591,"adjustable whiteboard easel (30"" w x 40"" h)",4.0,85.99,Teachers' School Supply
0b7cc3a0a655204ca7384e6e221297c3,"best dry erase markers (bulk set of 36!) in assorted colors - usable on any whiteboard surface - fine point white board pens in 12 different colors - including black, neon, red, green, blue, & more",1.0,19.99,Amazon Business
aa8088108ccf06a18d6f160f5c5e2ad8,aa216 - social studies photo library,1.0,49.99,Lakeshore Learning Materials
4a0a89a94ac44db2460264aed8527541,i like bugs (turtleback school & library binding edition) (road to reading mile 1: getting started),1.0,12.2,Amazon Business
7fc91fe049d5233575be152390671146,kids dough tools/5/pc set,1.0,5.75,Blick Art Materials
ac327c299d9f76dbd6a214e1f5e530af,kit fidget seasonsqueeze - set of 4,1.0,34.07,School Specialty
72e12871b9b1d3f08ab5d16fbd0081c7,"childcraft 075012 sand and water table replacement tub, 40-1/4"" w x 26-5/8"" d x 9-1/8"" h, clear",1.0,207.4,Amazon Business
ff6e01290263056b809c779739852d54,5 second rule - just spit it out!,1.0,13.99,Amazon Business
5072c7993ddd603b3a7c192b5c7cceb8,sprout and grow window,1.0,17.96,Frey Scientific
e4b43e07f1dae2c77fd33a14b16568e0,"dhp ariana junior sized futon, teal",1.0,113.57,Amazon Business
60e02a483734459096f50a8b46a59208,"dell inspiron 15.6-inch laptop intel celeron processor, black",2.0,302.99,Amazon Business
0f1bf1cf44bca62fd4e37474f107a9a1,pp806 - giant magnetic graph & array chart,1.0,27.99,Lakeshore Learning Materials
5ff4452cfe21376ec752bbfd21f7cfeb,"fire 7 tablet with alexa, 7"" display, 8 gb, marine blue - with special offers",2.0,44.99,Amazon Business
5f6dfc5ecad71777f4658d345ca55aae,dg233 - heavy-duty 20-cubby unit,1.0,499.0,Lakeshore Learning Materials
ce6868d244431b33416b5d94b272fe2f,holographic htv heat transfer vinyl roll for t-shirts 10 inches x 3 feet,2.0,12.99,Amazon Business
51752a1c9f10615bef07d52e08061e3d,"explore ancient greece! - 25 great projects, activities, experiments (ebook)",1.0,5.99,AKJ Education
aa0b0cd4cd7f57068e29302c3ce351e3,"the mortal instruments, the complete collection: city of bones; city of ashes; city of glass; city of fallen angels; city of lost souls; city of heavenly fire",1.0,52.88,Amazon Business
ab49514c97badfbbf409ff486d939b8d,trip,,,
93e5b77bf1eec2fd0c9c761731153e54,"samsung galaxy tab a 10.1 screen protector, [3-pack] supershieldz anti-bubble high definition clear shield + lifetime replacements warranty- retail packaging",1.0,6.99,Amazon Business
68d9b9a0287e3ff2ffa36b2a3665b8be,ub10 - 10&#34; lakeshore playground ball,10.0,9.99,Lakeshore Learning Materials
90b0864ef1510973e1a1ecb3a5edd0a8,guided reading short reads,1.0,2375.0,
0d7ed323749e0cde764d35b506f1667c,squish #1: super amoeba,1.0,5.1,AKJ Education
5c8366e07fe781cccf7f6d1da67352d8,airman,1.0,6.84,Amazon Business
17e1c3e40d4fb9da463d5d3703995d0f,the tree doctor (dr. seuss/cat in the hat) (step into reading),1.0,2.19,Amazon Business
2c51b709638cb8b167bdce21e141060c,my mama had a dancing heart,1.0,5.1,AKJ Education
4d6e3f02e6b74634fa5140ff6ed898d9,toy bucket of chubbies pack of 15,1.0,55.09,School Specialty
fbf7be0644fa6d2ebcbb5bdf2b40c8c7,rigby sails early leveled reader 6pk cool crabs,1.0,46.72,AKJ Education
992667aa3bfcab32f85a24a03d68abf0,quick pix&#8482; &#45; money,1.0,9.1,Nasco
18774362f84e3975f41c8dd4721b1b9b,too many tamales,1.0,7.62,Amazon Business
8851159d7c5d872cdda3e066c96bafb3,kitchen dance,1.0,13.13,AKJ Education
1a158114cadc9e25a6850c16a29ff1fa,tk13811716t diversion lock box single key 2 key capacity mounting type surface,2.0,30.6,Grainger
57a37a93228952513912ae2977cb9dd9,"spectra deluxe bleeding art tissue 12""x18"", assorted colors, 100 sheets",2.0,5.94,Quill.com
56b3ec4fca2468c837f4329d76bc120e,hawaiian soprano ukulele,25.0,34.99,Woodwind and Brasswind
c339c535e53be36cb425618d79981385,"little bear boxed set: little bear, father bear comes home, and little bear's visit",6.0,10.26,Amazon Business
94152f48bb40ed9eb4d000c06b740315,post-it self-stick easel pad flip chart recycled,1.0,158.94,Quill.com
d999a6d6af8a6f4df68d3fc314d162d9,book organizer - orange,6.0,8.46,Kaplan Early Learning Company
95b8067987d4c9c3492fe2a2c43d9a34,sticks,1.0,5.83,AKJ Education
5904e316cc5be93d6c36f964b5ca4e00,"gaiam kids stay-n-play children's inflatable balance ball desk chair with stability legs - flexible classroom seating, grey, 52cm",2.0,19.98,Amazon Business
85ed7609ddf3f43deb055dbac2fb2d4d,standard shipping,1.0,0.0,Blick Art Materials
1e220df384ecf6e703692f1943b34fa7,"nasco country school construction paper  50 sheets, 9 x 12, 55 lb.  yellow",10.0,1.35,Nasco
d3b73a0aeffb504c91e2e006e01c9458,leveled library set 2: level e - grade 1,1.0,20.36,Kaplan Early Learning Company
cfa0045b3fabd125e7d29ca6fb5b1bb5,hp - pavilion 23'all-in-one computer - 4gb memory - 1tb hard drive,1.0,549.99,Best Buy Education
3be6155b8459f86b4018d2b84291207d,canvas panel classroom packs size 8x10 case of 36,1.0,26.05,School Specialty
