Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
4f3e2d1c0b9a8f7e6d5c4b3a2f1e0d9c,Fresno,California,No,937
3f2d1c0b9a8f7e6d5c4b3a2f1e0d9c8b,Oakland,California,No,946
2f1c0b9a8f7e6d5c4b3a2f1e0d9c8b7a,Long Beach,California,No,908
1f0b9a8f7e6d5c4b3a2f1e0d9c8b7a6f,Anaheim,California,Yes,928
0b9a8f7e6d5c4b3a2f1e0d9c8b7a6f5e,Santa Ana,California,No,927
f9a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Riverside,California,No,925
e9a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Stockton,California,No,952
d9a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Chula Vista,California,No,919
c9a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Irvine,California,No,926
b9a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Fremont,California,Yes,945
a9a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Bernardino,California,No,924
98a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Modesto,California,No,953
88a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Fontana,California,No,923
78a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Oxnard,California,No,930
68a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Moreno Valley,California,No,925
58a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Huntington Beach,California,No,926
48a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Glendale,California,Yes,912
38a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Santa Clarita,California,No,913
28a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Garden Grove,California,No,928
18a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Oceanside,California,No,920
08a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Rancho Cucamonga,California,No,917
97a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Santa Rosa,California,No,954
87a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Ontario,California,No,917
77a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Lancaster,California,Yes,935
67a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Elk Grove,California,No,956
57a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Palmdale,California,No,935
47a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Corona,California,No,928
37a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Salinas,California,No,939
27a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Pomona,California,No,917
17a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Torrance,California,No,905
07a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Hayward,California,Yes,945
96a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Escondido,California,No,920
86a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Sunnyvale,California,No,940
76a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Pasadena,California,No,911
66a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Orange,California,No,928
56a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Fullerton,California,No,928
46a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Thousand Oaks,California,No,913
36a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Visalia,California,No,932
26a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Simi Valley,California,Yes,930
16a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Concord,California,No,945
06a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Roseville,California,No,956
95a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Santa Clara,California,No,950
85a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Vallejo,California,No,945
75a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Victorville,California,No,923
65a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,El Monte,California,No,917
55a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Berkeley,California,Yes,947
45a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Downey,California,No,902
35a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Costa Mesa,California,No,926
25a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Inglewood,California,No,903
15a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Ventura,California,No,930
05a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,West Covina,California,No,917
94a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Norwalk,California,No,906
84a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Carlsbad,California,No,920
74a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Fairfield,California,Yes,945
64a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Richmond,California,No,948
54a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Murrieta,California,No,925
44a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Burbank,California,No,915
34a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Antioch,California,No,945
24a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Daly City,California,No,940
14a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Temecula,California,No,925
04a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Santa Maria,California,Yes,934
93a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,El Cajon,California,No,920
83a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Rialto,California,No,923
73a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Mateo,California,No,944
63a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Compton,California,No,902
53a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Clovis,California,No,936
43a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,South Gate,California,No,902
33a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Vista,California,Yes,920
23a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Mission Viejo,California,No,926
13a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Vacaville,California,No,956
03a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Carson,California,No,907
92a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Hesperia,California,No,923
82a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Redding,California,No,960
72a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Santa Monica,California,No,904
62a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Westminster,California,Yes,926
52a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Santa Barbara,California,No,931
42a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Chico,California,No,959
32a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Newport Beach,California,No,926
22a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Leandro,California,No,945
12a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Marcos,California,No,920
02a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Whittier,California,No,906
91a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Hawthorne,California,Yes,902
81a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Citrus Heights,California,No,956
71a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Tracy,California,No,953
61a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Alhambra,California,No,918
51a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Livermore,California,No,945
41a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Buena Park,California,No,906
31a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Lakewood,California,No,907
21a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Merced,California,Yes,953
11a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Hemec,California,No,925
01a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Napa,California,No,945
90a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Chino,California,No,917
80a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Redwood City,California,No,940
70a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Bellflower,California,No,907
60a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Indio,California,No,922
50a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Tustin,California,Yes,927
40a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Baldwin Park,California,No,917
30a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Chino Hills,California,No,917
20a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Mountain View,California,No,940
10a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Alameda,California,No,945
00a8f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Pleasanton,California,No,945
aa98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Rosemead,California,No,917
ab98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Fountain Valley,California,Yes,927
ac98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Placentia,California,No,928
ad98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Galt,California,No,956
ae98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
af98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ag98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ah98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ai98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
aj98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ak98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
al98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,Yes,900
am98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
an98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ao98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ap98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
aq98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ar98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
as98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
at98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,Yes,900
au98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
av98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
aw98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ax98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ay98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
az98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ba98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bb98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bc98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bd98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
be98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,Yes,900
bf98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bg98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bh98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bi98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bj98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bk98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bl98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bm98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bn98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bo98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bp98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,Yes,900
bq98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
br98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bs98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bt98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bu98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bv98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bw98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bx98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
by98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
bz98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ca98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cb98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,Yes,900
cc98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cd98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ce98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cf98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cg98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ch98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ci98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cj98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ck98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cl98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,Yes,900
cm98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cn98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
co98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cp98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cq98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cr98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cs98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
ct98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cu98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cv98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cw98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cx98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
cy98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,Yes,900
cz98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,Los Angeles,California,No,900
da98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
db98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dc98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dd98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
de98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
df98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dg98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dh98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,Yes,941
di98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dj98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dk98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dl98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dm98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dn98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
do98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dp98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,Yes,941
dq98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dr98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ds98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dt98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
du98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dv98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dw98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dx98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dy98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
dz98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ea98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
eb98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,Yes,941
ec98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ed98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ee98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ef98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
eg98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
eh98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ei98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ej98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ek98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
el98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,Yes,941
em98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
en98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
eo98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ep98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
eq98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
er98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
es98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
et98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
eu98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ev98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ew98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ex98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
ey98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,Yes,941
ez98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Francisco,California,No,941
fa98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
fb98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
fc98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
fd98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
fe98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
ff98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
ga98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gb98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,Yes,921
gc98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gd98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
ge98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gf98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gg98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gh98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gi98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gj98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,Yes,921
gk98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gl98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gm98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gn98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
go98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gp98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gq98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gr98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gs98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gt98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gu98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gv98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,Yes,921
gw98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gx98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gy98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
gz98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
ha98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hb98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hc98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hd98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
he98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hf98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hg98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hh98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,Yes,921
hi98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hj98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hk98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hl98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hm98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hn98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
ho98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hp98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hq98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hr98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hs98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
ht98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hu98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hv98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hw98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hx98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
hy98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,Yes,921
hz98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Diego,California,No,921
ia98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ib98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ic98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
id98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ie98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
if98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ig98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ih98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ii98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ij98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ik98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
il98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,Yes,951
im98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
in98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
io98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ip98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
iq98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ir98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
is98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
it98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
iu98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
iv98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
iw98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
ix98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
iy98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
iz98f7e6d5c4b3a2f1e0d9c8b7a6f5e4,San Jose,California,No,951
72ff5d2a38ecbe06b65a6a48b8148f6,Houston,Texas,No,770
580d7b71d8f564135be6128e18c26797,Houston,Texas,No,770
